hour_index_8760,mu_t_kmh,sigma_t_kmh,sample_count
503,13.0,3.4641016151377544,3
504,15.0,4.732050807568877,3
505,13.0,6.0,3
506,12.333333333333334,3.055050463303893,3
507,15.333333333333334,6.506407098647712,3
508,14.666666666666666,5.507570547286102,3
509,12.333333333333334,3.055050463303893,3
510,13.333333333333334,7.505553499465135,3
511,11.666666666666666,8.962886439832502,3
512,17.0,13.45362404707371,3
513,16.0,12.288205727444508,3
514,16.666666666666668,10.016652800877813,3
515,10.333333333333334,1.1547005383792517,3
516,16.0,4.58257569495584,3
517,19.666666666666668,6.5064070986477125,3
518,19.0,5.5677643628300215,3
519,17.333333333333332,9.60902353693305,3
520,11.666666666666666,8.962886439832502,3
521,13.666666666666666,6.110100926607786,3
522,9.333333333333334,3.5118845842842465,3
523,12.333333333333334,10.115993936995679,3
524,12.0,7.0,3
525,10.666666666666666,9.29157324317757,3
526,14.666666666666666,5.507570547286102,3
527,13.666666666666666,9.073771725877467,3
528,13.333333333333334,6.658328118479393,3
529,15.0,5.291502622129181,3
530,11.0,6.529478043641605,3
531,8.666666666666666,7.767453465154029,3
532,11.0,5.291502622129181,3
533,14.0,12.12435565298214,3
534,12.666666666666666,9.814954576223638,3
535,15.333333333333334,9.29157324317757,3
536,17.333333333333332,13.051181300301263,3
537,20.0,20.808652046684813,3
538,17.0,14.0,3
539,18.333333333333332,13.316656236958787,3
540,15.666666666666666,15.011106998930272,3
541,19.666666666666668,18.475208614068027,3
542,20.333333333333332,17.925772879665004,3
543,23.333333333333332,18.33939293797189,3
544,22.333333333333332,12.701705922171767,3
545,19.666666666666668,11.71893055416463,3
546,20.0,8.888194417315589,3
547,21.0,13.114877048604,3
548,18.333333333333332,13.051181300301263,3
549,16.666666666666668,8.621678104251709,3
550,14.0,8.888194417315589,3
551,9.666666666666666,11.239810200058244,3
552,10.333333333333334,11.06044001535804,3
553,11.0,5.291502622129181,3
554,13.666666666666666,3.0550504633038935,3
555,11.0,2.0,3
556,8.0,4.58257569495584,3
557,8.0,8.54400374531753,3
558,9.666666666666666,2.309401076758503,3
559,12.666666666666666,6.506407098647712,3
560,16.0,14.422205101855956,3
561,20.0,16.522711641858304,3
562,17.666666666666668,11.060440015358038,3
563,17.666666666666668,12.013880860626733,3
564,20.333333333333332,13.316656236958787,3
565,22.0,8.888194417315589,3
566,17.0,8.888194417315589,3
567,16.0,10.583005244258363,3
568,17.666666666666668,5.859465277082315,3
569,22.0,7.0,3
570,20.666666666666668,4.725815626252609,3
571,20.666666666666668,2.886751345948129,3
572,18.333333333333332,2.886751345948128,3
573,22.0,2.0,3
574,20.0,1.7637626158259736,3
575,18.666666666666668,1.5275252316519472,3
576,24.666666666666668,3.055050463303893,3
577,23.0,5.5677643628300215,3
578,25.0,6.557438524302,3
579,20.0,5.5677643628300215,3
580,19.0,1.7320508075688772,3
581,26.333333333333332,6.658328118479393,3
582,25.333333333333332,10.016652800877813,3
583,19.333333333333332,10.969655114602888,3
584,20.333333333333332,12.583057392117917,3
585,16.0,14.422205101855956,3
586,21.333333333333332,13.203534880225574,3
587,26.666666666666668,4.163331998932265,3
588,27.666666666666668,6.6583281184793925,3
589,25.333333333333332,3.0550504633038935,3
590,27.333333333333332,4.163331998932265,3
591,26.666666666666668,9.29157324317757,3
592,26.666666666666668,4.618802153517007,3
593,23.666666666666668,8.082903768654761,3
594,18.666666666666668,9.814954576223638,3
595,22.333333333333332,4.932882862316247,3
596,20.0,10.44030650891055,3
597,17.333333333333332,11.150485789118488,3
598,17.333333333333332,5.859465277082315,3
599,15.333333333333334,7.767453465154029,3
600,12.0,7.54983443527075,3
601,15.0,9.643650760992955,3
602,15.333333333333334,8.082903768654761,3
603,15.333333333333334,7.767453465154029,3
604,18.0,7.0,3
605,19.333333333333332,5.859465277082315,3
606,18.666666666666668,3.5118845842842457,3
607,16.0,8.54400374531753,3
608,14.0,10.44030650891055,3
609,18.0,10.44030650891055,3
610,17.333333333333332,14.011899704655802,3
611,23.666666666666668,16.77299416721217,3
612,21.333333333333332,21.455380055672126,3
613,25.333333333333332,22.18858565419016,3
614,28.666666666666668,20.207259421636902,3
615,28.0,21.0,3
616,24.0,19.157244060668017,3
617,26.0,21.37755832643195,3
618,25.0,15.874507866387544,3
619,23.666666666666668,15.53490693030806,3
620,21.666666666666668,13.613718571108091,3
621,24.666666666666668,11.239810200058244,3
622,23.666666666666668,12.741009902410928,3
623,22.666666666666668,10.016652800877813,3
624,21.0,15.620499351813308,3
625,18.666666666666668,8.621678104251709,3
626,19.333333333333332,4.041451884327381,3
627,30.666666666666668,17.897858344878397,3
628,25.0,7.54983443527075,3
629,21.666666666666668,3.785938897200183,3
630,21.666666666666668,2.516611478423583,3
631,22.0,5.196152422706632,3
632,11.666666666666666,6.429100507328636,3
633,10.0,5.196152422706632,3
634,17.333333333333332,10.503967504392488,3
635,19.333333333333332,4.509249752822894,3
636,22.333333333333332,3.5118845842842465,3
637,15.333333333333334,7.234178138070234,3
638,13.666666666666666,4.163331998932266,3
639,15.666666666666666,8.504900548115383,3
640,9.333333333333334,9.50438495292217,3
641,10.333333333333334,8.504900548115383,3
642,12.666666666666666,6.3508529610858835,3
643,11.666666666666666,3.0550504633038935,3
644,13.0,7.0,3
645,10.666666666666666,6.506407098647712,3
646,13.333333333333334,9.29157324317757,3
647,15.0,4.0,3
648,14.333333333333334,5.033222956847166,3
649,15.0,9.0,3
650,13.666666666666666,2.3094010767585034,3
651,8.666666666666666,7.767453465154029,3
652,12.333333333333334,2.3094010767585034,3
653,12.333333333333334,8.020806277010642,3
654,13.0,7.0,3
655,11.666666666666666,8.020806277010642,3
656,9.333333333333334,8.621678104251709,3
657,8.0,7.0,3
658,9.333333333333334,6.8068592855540455,3
659,11.666666666666666,6.429100507328636,3
660,11.0,5.291502622129181,3
661,9.666666666666666,3.0550504633038935,3
662,13.0,2.0,3
663,15.0,5.291502622129181,3
664,14.333333333333334,3.055050463303893,3
665,15.333333333333334,4.509249752822894,3
666,11.0,4.0,3
667,13.333333333333334,6.658328118479393,3
668,13.0,6.0,3
669,12.666666666666666,6.350852961085883,3
670,8.666666666666666,8.504900548115382,3
671,5.0,8.660254037844387,3
672,9.333333333333334,3.5118845842842465,3
673,11.333333333333334,6.8068592855540455,3
674,9.333333333333334,6.8068592855540455,3
675,12.666666666666666,6.350852961085883,3
676,11.666666666666666,6.429100507328636,3
677,13.0,2.0,3
678,13.0,5.291502622129181,3
679,13.666666666666666,4.163331998932266,3
680,11.666666666666666,1.1547005383792517,3
681,11.666666666666666,3.0550504633038935,3
682,15.666666666666666,3.0550504633038935,3
683,11.0,4.044136710075531,3
684,13.666666666666666,5.033222956847167,3
685,13.0,4.0,3
686,15.333333333333334,5.686240703077327,3
687,11.0,10.14889156509222,3
688,13.0,11.269427669584644,3
689,14.0,7.0,3
690,10.666666666666666,7.234178138070234,3
691,14.333333333333334,7.371114795831994,3
692,15.0,8.18535277187245,3
693,16.666666666666668,7.505553499465135,3
694,14.333333333333334,4.163331998932265,3
695,10.0,6.557438524302,3
696,9.0,5.196152422706632,3
697,9.0,2.0,3
698,12.333333333333334,4.618802153517006,3
699,15.0,11.532562594670797,3
700,16.0,8.888194417315589,3
701,16.666666666666668,13.428824718989125,3
702,10.666666666666666,9.71253485622231,3
703,16.666666666666668,16.258331197676263,3
704,19.666666666666668,18.58314648635514,3
705,10.333333333333334,11.060440015358038,3
706,13.0,16.822603841260722,3
707,16.666666666666668,17.616280348965084,3
708,14.666666666666666,15.01110699893027,3
709,21.0,13.114877048604,3
710,21.333333333333332,19.295940851208403,3
711,19.0,14.422205101855956,3
712,19.333333333333332,6.506407098647712,3
713,20.0,8.888194417315589,3
714,23.0,6.082762530298219,3
715,17.666666666666668,2.309401076758503,3
716,16.0,8.888194417315589,3
717,15.0,5.291502622129181,3
718,15.0,8.18535277187245,3
719,14.333333333333334,8.020806277010642,3
720,16.666666666666668,11.930353445448855,3
721,15.0,16.09347693943108,3
722,20.333333333333332,14.742229591663987,3
723,19.0,15.874507866387544,3
724,23.666666666666668,16.77299416721217,3
725,21.0,10.583005244258363,3
726,18.333333333333332,12.858201014657272,3
727,24.333333333333332,14.468356276140469,3
728,22.333333333333332,16.165807537309522,3
729,18.666666666666668,11.590225767142474,3
730,20.333333333333332,11.015141094572204,3
731,21.333333333333332,9.291573243177568,3
732,21.666666666666668,10.503967504392486,3
733,25.666666666666668,18.502252115170556,3
734,23.333333333333332,15.17673658377628,3
735,20.666666666666668,12.013880860626733,3
736,22.0,14.106735979665885,3
737,22.333333333333332,17.243356208503418,3
738,13.666666666666666,14.011899704655802,3
739,12.333333333333334,14.294521094927712,3
740,12.333333333333334,10.115993936995679,3
741,9.0,10.14889156509222,3
742,10.0,6.557438524302,3
743,10.0,6.082762530298219,3
744,7.0,7.54983443527075,3
745,13.0,6.0,3
746,10.666666666666666,5.859465277082315,3
747,8.666666666666666,4.509249752822894,3
748,12.0,5.196152422706632,3
749,9.333333333333334,8.144527815247077,3
750,11.333333333333334,6.350852961085883,3
751,11.333333333333334,6.6583281184793925,3
752,17.333333333333332,4.509249752822894,3
753,15.0,3.4641016151377544,3
754,19.666666666666668,2.516611478423583,3
755,19.666666666666668,2.5166114784235827,3
