hour,mu_t,sigma_t,y_t_simulated,SW_raw_kmh,SW_negative_set_zero_kmh
1,22.933333333333334,11.498240030957946,-0.25051891490539735,20.052806717455947,20.052806717455947
2,20.333333333333332,11.16542281629615,0.1887119923820682,22.44038251878478,22.44038251878478
3,21.866666666666667,10.662796917096287,0.28657684090147184,24.922377322342076,24.922377322342076
4,21.866666666666667,11.281252885502862,0.5830724152742678,28.444454033936623,28.444454033936623
5,21.733333333333334,14.844270980832334,-0.21955747530455588,18.474162674045104,18.474162674045104
6,22.066666666666666,12.875595224336324,0.20556609249765273,24.713452465514923,24.713452465514923
7,23.2,12.531104158396076,0.07650630625607482,24.15870849246902,24.15870849246902
8,23.4,13.41001757748928,0.027211620292344606,23.764908306432304,23.764908306432304
9,23.133333333333333,11.709987597081797,0.7640628497673012,32.0804998274994,32.0804998274994
10,22.6,11.369131139059961,0.2429595617637196,25.362239119180266,25.362239119180266
11,23.4,10.534297725592749,-0.09731071130292117,22.374899995245823,22.374899995245823
12,22.333333333333332,10.58075521654201,-0.7217299923963998,14.6968849513503,14.6968849513503
13,23.933333333333334,9.535397711884363,-0.6366028269688663,17.86307219367529,17.86307219367529
14,21.066666666666666,9.223159256278008,0.0694419103543352,21.70714046492488,21.70714046492488
15,22.2,12.393546707863733,-1.0150449606978196,9.619992869009865,9.619992869009865
16,23.6,14.71539524249543,-0.561985073055155,15.330167529610726,15.330167529610726
17,23.666666666666668,10.98483803552272,-1.9367921580768863,2.3913185017215532,2.3913185017215532
18,25.266666666666666,11.847041020963038,-1.8024038181652733,3.9135146965222667,3.9135146965222667
19,25.2,11.007789449813643,-1.270504993661362,11.21454853483891,11.21454853483891
20,24.466666666666665,11.825315862085683,-1.5119229013967432,6.5877007985291485,6.5877007985291485
21,22.466666666666665,10.828973481667905,-1.9705835150644873,1.127270038621404,1.127270038621404
22,21.666666666666668,11.884363476353927,-1.8174409688979012,0.06753759546715798,0.06753759546715798
23,21.866666666666667,10.7162537874994,-1.0330000449339165,10.796776022656534,10.796776022656534
24,23.133333333333333,10.21110506589109,-0.23622921394817553,20.721172010075648,20.721172010075648
25,21.333333333333332,9.925916054642489,0.41992880614007844,25.50151141200599,25.50151141200599
26,22.666666666666668,10.146545271784921,0.5487894742290829,28.234983911611103,28.234983911611103
27,21.533333333333335,9.679630059833801,0.5994635528496992,27.33591875927205,27.33591875927205
28,21.0,10.690449676496975,1.0439257455687474,32.16003564900228,32.16003564900228
29,21.933333333333334,11.2470101847219,0.16514288818252104,23.79069707865654,23.79069707865654
30,24.8,10.303952085070494,-0.2422095427042894,22.30428447742817,22.30428447742817
31,23.066666666666666,10.166237305531528,0.6454572535505794,29.62853827683849,29.62853827683849
32,23.466666666666665,9.334013580652726,0.889824883529483,31.772304213933587,31.772304213933587
33,23.8,11.73639029441579,1.1622491153588066,37.440609237190436,37.440609237190436
34,22.666666666666668,10.237652260627131,1.05447212443857,33.46198559519349,33.46198559519349
35,23.733333333333334,9.669293567538327,0.4593688047324501,28.175105162060582,28.175105162060582
36,24.133333333333333,10.218097856720878,-0.07469583586767123,23.370083972947906,23.370083972947906
37,23.266666666666666,8.859753839426808,0.6087414988336255,28.65996649817631,28.65996649817631
38,22.357142857142858,10.126941544955468,1.0327431347836118,32.81567221405056,32.81567221405056
39,22.733333333333334,8.795020236041584,0.14999991907311663,24.052585656985997,24.052585656985997
40,21.0,9.227288721117224,-0.1308828466491869,19.792306185326243,19.792306185326243
41,21.333333333333332,8.524474568362947,-0.06245753298212334,20.80091568182453,20.80091568182453
42,21.785714285714285,8.666279224926669,0.44660540312623814,25.656121412567202,25.656121412567202
43,20.4,8.757037985855394,0.09314687096912784,21.21569068734022,21.21569068734022
44,22.2,9.33656406669116,-0.3527428018143921,18.906594231795786,18.906594231795786
45,21.466666666666665,9.605553948974867,0.35394543236969256,24.86650861228698,24.86650861228698
46,21.933333333333334,9.881199078962798,0.5253025783883718,27.123952687081296,27.123952687081296
47,23.666666666666668,12.776466461353671,-0.004712068918606552,23.606463076164506,23.606463076164506
48,21.2,11.82128830300899,-0.2793072909131503,17.898227988983248,17.898227988983248
49,19.857142857142858,13.031660516763617,0.46392494476580715,25.90285524258917,25.90285524258917
50,18.666666666666668,12.175306782093633,-0.4426931612203594,13.276741618473956,13.276741618473956
51,18.142857142857142,10.037293098602468,-0.40250035328790196,14.102843124615429,14.102843124615429
52,19.714285714285715,10.658536278701481,-0.05876808269664838,19.08790397283376,19.08790397283376
53,19.2,8.037412518964047,-0.024655415681346694,19.00183425334248,19.00183425334248
54,18.8,7.875821952569233,0.4690428689735518,22.494098124157954,22.494098124157954
55,17.8,9.174498818542002,-0.6553252302768308,11.78771944906445,11.78771944906445
56,18.533333333333335,8.262364471909155,-0.3583341048653074,15.572646356220849,15.572646356220849
57,17.6,7.585700833993992,-0.14072654115405803,16.532490559402575,16.532490559402575
58,19.0,9.426406677899212,0.011290250302007379,19.106426490841997,19.106426490841997
59,19.6,10.907402466739208,0.28449950277451563,22.703150578348833,22.703150578348833
60,21.133333333333333,9.999047573691826,-0.4728440506485879,16.405343175960954,16.405343175960954
61,21.066666666666666,10.208306608322646,0.5330902945391252,26.508615843243085,26.508615843243085
62,23.928571428571427,9.53910401948241,0.5518959472138503,29.193164276975118,29.193164276975118
63,21.666666666666668,10.090070555230215,0.7339728605556818,29.072504615297646,29.072504615297646
64,22.4,9.440036319542724,0.2679090794372307,24.929071440222714,24.929071440222714
65,23.0,12.27881227029841,0.4183258594305048,28.13654469575841,28.13654469575841
66,24.533333333333335,12.29324243329682,1.102589616847652,38.08773479767737,38.08773479767737
67,22.8,8.221921916437786,0.8046043431859895,29.41539408330192,29.41539408330192
68,25.8,9.45817862260715,0.8279874942009959,33.63125361743792,33.63125361743792
69,22.2,8.247943466620722,0.9041020985238892,29.656982996678195,29.656982996678195
70,24.266666666666666,11.112841135157025,-0.13845434055476988,22.72804557560858,22.72804557560858
71,25.333333333333332,11.37457482198576,-0.003302705691016372,25.29576646033587,25.29576646033587
72,26.4,10.788883167408942,0.42112891375468314,30.943510648917112,30.943510648917112
73,24.133333333333333,10.006188561275943,0.00916231894376357,24.225013224343183,24.225013224343183
74,25.666666666666668,10.847426730181986,0.04409888410409409,26.145026080868615,26.145026080868615
75,25.2,10.022831079946567,0.03416331916634636,25.54241317713459,25.54241317713459
76,26.866666666666667,10.79594280053303,-0.8477609430824742,17.714288016622337,17.714288016622337
77,25.266666666666666,9.632286975633168,-0.10443380287886889,24.260730307380694,24.260730307380694
78,24.933333333333334,9.808645360574712,-0.9456696052166874,15.657595547488153,15.657595547488153
79,24.533333333333335,10.315499203117792,-0.4490515574753787,19.90114235003726,19.90114235003726
80,22.533333333333335,10.914385439584288,-0.5232723882627807,16.822136797941546,16.822136797941546
81,23.933333333333334,9.989041614737241,-0.6536873217817877,17.403623473028922,17.403623473028922
82,23.0,11.408017231002816,-0.504790054272927,17.2413463628156,17.2413463628156
83,19.285714285714285,10.644092413010293,-0.04216800027671993,18.836874193897035,18.836874193897035
84,21.333333333333332,14.66612553114278,0.31223752994605725,25.91264814305616,25.91264814305616
85,22.266666666666666,15.054504151186622,-0.07327051059332426,21.1636154607799,21.1636154607799
86,21.466666666666665,14.361986863476329,-0.10324192126655724,19.983907549676314,19.983907549676314
87,19.4,13.757076101306662,-0.5437321819633186,11.919834994001103,11.919834994001103
88,20.0,13.804761083460612,-1.1913084351373369,3.5542716762177307,3.5542716762177307
89,20.266666666666666,12.115318913712192,-0.34290545477419576,16.11225772482577,16.11225772482577
90,19.666666666666668,11.90838040245288,-1.0419635018530307,7.258568921128862,7.258568921128862
91,20.6,10.802116194788606,-1.2174066613579955,7.44943178770127,7.44943178770127
92,18.733333333333334,10.187293673049403,-0.7765471571212142,10.822419392767888,10.822419392767888
93,18.866666666666667,10.534749754073532,-1.502913781229575,3.0338460794646807,3.0338460794646807
94,17.333333333333332,12.44224753850862,-0.9146675534936127,5.952813217323726,5.952813217323726
95,18.533333333333335,12.345425217849884,-1.3493967542647924,1.8744566143479844,1.8744566143479844
96,17.666666666666668,11.986103064243467,-1.7486362653956875,-3.292667832239836,0.0
97,16.642857142857142,13.568102542117177,-1.7421491249811056,-6.994800828546214,0.0
98,17.866666666666667,11.050964189780434,-1.9647075573583344,-3.845246193091274,0.0
99,17.6,9.876378746426097,-1.5288465634166861,2.5005322945248647,2.5005322945248647
100,16.8,8.603985787329696,-0.6174487452150631,11.487479771765042,11.487479771765042
101,16.0,9.273618495495704,-0.37801521018798234,12.494431155222031,12.494431155222031
102,16.2,8.953849930137794,-0.1831262692914096,14.560314866498716,14.560314866498716
103,15.6,9.567803151343423,-0.5706303797576423,10.140320854302535,10.140320854302535
104,16.866666666666667,10.218097856720878,-0.5678856899995272,11.063955114820043,11.063955114820043
105,16.4,9.37168989182695,-0.4223110493036582,12.442231808034073,12.442231808034073
106,17.266666666666666,8.430104783848577,-0.43694447299490485,13.583178974596123,13.583178974596123
107,16.933333333333334,9.300281613759774,-0.3168517311179062,13.986523004129515,13.986523004129515
108,15.0,9.418826132501104,-0.9836169982930499,5.735482512105127,5.735482512105127
109,17.266666666666666,9.691429694519252,0.2451216982328042,19.64224637169105,19.64224637169105
110,18.466666666666665,8.741254132532916,-0.7674049261876486,11.758585184302765,11.758585184302765
111,20.2,11.50279469147762,-0.6306391670082327,12.945887137499831,12.945887137499831
