Month,Day,Hour,mu_t,sigma_t,count
4,7,0,14.066666666666666,7.014950021883535,15
4,7,1,12.266666666666667,6.1116594270607845,15
4,7,2,12.4,5.408987230262506,15
4,7,3,13.666666666666666,5.287001130355558,15
4,7,4,12.933333333333334,4.772939595359697,15
4,7,5,15.733333333333333,6.099960967868876,15
4,7,6,15.0,6.824326235712107,15
4,7,7,13.6,6.500549427328652,15
4,7,8,13.4,7.538472751729718,15
4,7,9,16.6,6.748544816688791,15
4,7,10,17.4,7.753340293982053,15
4,7,11,19.333333333333332,7.843711463574468,15
4,7,12,19.8,8.587366135367533,15
4,7,13,18.733333333333334,8.396144239782812,15
4,7,14,18.0,7.801098823700598,15
4,7,15,18.8,9.351852375713749,15
4,7,16,19.4,8.458301078990813,15
4,7,17,18.866666666666667,9.523404753303206,15
4,7,18,18.533333333333335,6.738658902891865,15
4,7,19,16.4,8.10467237374308,15
4,7,20,16.133333333333333,8.862978108535582,15
4,7,21,16.533333333333335,9.264885063404469,15
4,7,22,15.4,9.241212041718338,15
4,7,23,16.933333333333334,8.737984948051864,15
4,8,0,16.933333333333334,8.77062195763844,15
4,8,1,16.4,9.402127418834526,15
4,8,2,17.666666666666668,10.06171432898466,15
4,8,3,18.533333333333335,9.53839359540968,15
4,8,4,17.333333333333332,8.94959429780133,15
4,8,5,16.333333333333332,8.199883855158879,15
4,8,6,17.466666666666665,7.980929651064348,15
4,8,7,18.333333333333332,9.83192080250175,15
4,8,8,18.071428571428573,7.720744142237204,14
4,8,9,21.533333333333335,10.541527855287844,15
4,8,10,22.133333333333333,10.79594280053303,15
4,8,11,23.666666666666668,11.90838040245288,15
4,8,12,25.066666666666666,10.826334735704592,15
4,8,13,25.266666666666666,12.331531399897852,15
4,8,14,24.4,11.660678735452262,15
4,8,15,24.4,11.733955611204362,15
4,8,16,22.866666666666667,10.595596569644705,15
4,8,17,23.0,11.103410029613167,15
4,8,18,21.133333333333333,9.402633876181918,15
4,8,19,18.666666666666668,9.641181512261916,15
4,8,20,15.4,8.166132149660223,15
4,8,21,16.2,7.948045581866562,15
4,8,22,15.8,7.957027442097063,15
4,8,23,13.733333333333333,7.995236677160316,15
4,9,0,14.6,7.660660172969057,15
4,9,1,14.666666666666666,7.016986193380691,15
4,9,2,14.266666666666667,7.525828541635481,15
4,9,3,15.0,7.060959060718512,15
4,9,4,13.733333333333333,7.544786910430905,15
4,9,5,14.666666666666666,6.747133430117528,15
4,9,6,14.6,8.095854318282731,15
4,9,7,14.733333333333333,7.294485849566356,15
4,9,8,15.0,8.097618697581936,15
4,9,9,16.733333333333334,8.276184996436347,15
4,9,10,18.066666666666666,7.713315635654883,15
4,9,11,18.4,5.791619561302101,15
4,9,12,19.466666666666665,7.120058854759425,15
4,9,13,18.333333333333332,10.390013520317524,15
4,9,14,19.666666666666668,10.341778423094404,15
4,9,15,21.466666666666665,10.920927921503129,15
4,9,16,21.4,8.174874398336126,15
4,9,17,23.466666666666665,13.319516650746895,15
4,9,18,23.066666666666666,16.641027898654865,15
4,9,19,21.266666666666666,10.305800493388363,15
4,9,20,16.666666666666668,7.128079952520441,15
4,9,21,16.4,9.440036319542722,15
4,9,22,17.6,8.878545569437115,15
4,9,23,18.533333333333335,7.726269351714196,15
4,10,0,17.533333333333335,7.079817054402573,15
4,10,1,17.066666666666666,7.468664698656138,15
4,10,2,19.466666666666665,9.117225977445637,15
4,10,3,19.666666666666668,7.834599695003719,15
4,10,4,19.0,8.263517065131184,15
4,10,5,19.866666666666667,8.4588640462169,15
4,10,6,19.4,8.990471146084138,15
4,10,7,18.066666666666666,9.437513796899408,15
4,10,8,19.466666666666665,10.315499203117792,15
4,10,9,20.266666666666666,11.535452599125302,15
4,10,10,19.6,12.551607751314457,15
4,10,11,20.333333333333332,11.056133828698675,15
4,10,12,21.0,12.592514783450865,15
4,10,13,21.066666666666666,10.067391963779942,15
4,10,14,20.466666666666665,9.203001580747342,15
4,10,15,22.0,10.737118528064887,15
4,10,16,21.466666666666665,10.091486274979284,15
4,10,17,20.933333333333334,8.224238277074372,15
4,10,18,19.8,8.334095203268491,15
4,10,19,16.866666666666667,6.8333914050958695,15
4,10,20,14.333333333333334,7.4322335295720645,15
4,10,21,14.2,8.265245653595889,15
4,10,22,17.066666666666666,8.891943919451284,15
4,10,23,18.066666666666666,8.907995338592233,15
4,11,0,18.0,8.41766849294642,15
4,11,1,18.0,8.774964387392123,15
4,11,2,17.066666666666666,9.153193561864207,15
4,11,3,16.866666666666667,7.85463163332553,15
4,11,4,17.133333333333333,7.75395444426968,15
4,11,5,18.2,7.542261881273699,15
4,11,6,18.0,7.596991885890475,15
4,11,7,17.533333333333335,8.052210580834014,15
4,11,8,18.333333333333332,8.557925872435169,15
4,11,9,19.133333333333333,8.601218075421201,15
4,11,10,18.933333333333334,10.606377237079496,15
4,11,11,19.333333333333332,8.041558721209878,15
4,11,12,19.0,10.90216230190795,15
4,11,13,20.066666666666666,9.452638835393053,15
4,11,14,22.066666666666666,9.49786943527462,15
4,11,15,20.133333333333333,10.615801340230425,15
