datetime,Year,Month,Day,Hour,Wind Spd (km/h),mu_t,sigma_t,y_t
2003-09-06 12:00:00,2003,9,6,12,0.0,18.666666666666668,12.641579165971466,-1.476608770280338
2003-09-06 13:00:00,2003,9,6,13,6.0,19.333333333333332,10.958797292369182,-1.2166785257190207
2003-09-06 14:00:00,2003,9,6,14,7.0,17.2,10.352363429257522,-0.9852822565302414
2003-09-06 15:00:00,2003,9,6,15,0.0,17.066666666666666,10.793295979228871,-1.5812284495403968
2003-09-06 16:00:00,2003,9,6,16,9.0,16.733333333333334,11.022487836021327,-0.7015959961471597
2003-09-06 17:00:00,2003,9,6,17,6.0,18.733333333333334,11.253359286812772,-1.131513978075406
2003-09-06 18:00:00,2003,9,6,18,0.0,17.333333333333332,9.968999567707504,-1.7387234511957501
2003-09-06 19:00:00,2003,9,6,19,9.0,16.666666666666668,7.556139099780926,-1.014627518819624
2003-09-06 20:00:00,2003,9,6,20,11.0,13.066666666666666,6.755597326520818,-0.30591916107158135
2003-09-06 21:00:00,2003,9,6,21,11.0,12.066666666666666,5.175031630913224,-0.20611790279597472
2003-09-06 22:00:00,2003,9,6,22,13.0,13.866666666666667,5.986492732652002,-0.14477035308831585
2003-09-06 23:00:00,2003,9,6,23,13.0,13.666666666666666,4.864839839775475,-0.1370377419655062
2003-09-07 00:00:00,2003,9,7,0,15.0,14.0,5.542047068934521,0.18043874177926345
2003-09-07 01:00:00,2003,9,7,1,13.0,13.466666666666667,6.022181221672647,-0.07749130248475837
2003-09-07 02:00:00,2003,9,7,2,17.0,14.4,4.61054691518727,0.5639244210780129
2003-09-07 03:00:00,2003,9,7,3,11.0,14.133333333333333,5.553205852306867,-0.564238642806967
2003-09-07 04:00:00,2003,9,7,4,13.0,15.4,3.290679478249352,-0.729332654809883
2003-09-07 05:00:00,2003,9,7,5,11.0,16.466666666666665,4.3237990350197935,-1.2643202476318698
2003-09-07 06:00:00,2003,9,7,6,17.0,17.533333333333335,4.501851470969102,-0.11846977555181883
2003-09-07 07:00:00,2003,9,7,7,6.0,16.4,6.926140958096982,-1.501557658574926
2003-09-07 08:00:00,2003,9,7,8,6.0,16.066666666666666,6.95358763174672,-1.4476939386953482
2003-09-07 09:00:00,2003,9,7,9,4.0,18.2,7.494760074307154,-1.8946570482861929
2003-09-07 10:00:00,2003,9,7,10,6.0,20.6,9.140178178944717,-1.597343040164415
2003-09-07 11:00:00,2003,9,7,11,15.0,22.333333333333332,9.393513466115605,-0.7806805578962781
2003-09-07 12:00:00,2003,9,7,12,17.0,22.866666666666667,11.679448780208928,-0.5023068106268729
2003-09-07 13:00:00,2003,9,7,13,24.0,22.666666666666668,12.35005301704448,0.10796174975874033
2003-09-07 14:00:00,2003,9,7,14,28.0,23.0,11.759494644146672,0.4251883394061297
2003-09-07 15:00:00,2003,9,7,15,20.0,22.266666666666666,8.77062195763844,-0.25843853236572334
2003-09-07 16:00:00,2003,9,7,16,19.0,22.933333333333334,7.950441736754242,-0.49473142041276214
2003-09-07 17:00:00,2003,9,7,17,17.0,24.666666666666668,8.682220475255878,-0.8830306358282982
2003-09-07 18:00:00,2003,9,7,18,11.0,22.2,9.321250682484314,-1.201555497380418
2003-09-07 19:00:00,2003,9,7,19,11.0,17.666666666666668,9.678154093971983,-0.6888365903182908
2003-09-07 20:00:00,2003,9,7,20,15.0,14.0,6.458659745975609,0.15483088432133307
2003-09-07 21:00:00,2003,9,7,21,17.0,14.666666666666666,7.970182527634454,0.29275782897607816
2003-09-07 22:00:00,2003,9,7,22,19.0,15.0,7.483314773547883,0.5345224838248488
2003-09-07 23:00:00,2003,9,7,23,24.0,16.6,7.989278529915667,0.9262413335936245
2003-09-08 00:00:00,2003,9,8,0,20.0,15.866666666666667,7.963009720546862,0.5190667195430065
2003-09-08 01:00:00,2003,9,8,1,20.0,16.666666666666668,6.996597812678742,0.47642203004621764
2003-09-08 02:00:00,2003,9,8,2,26.0,17.266666666666666,7.372406727275765,1.1845973311568034
2003-09-08 03:00:00,2003,9,8,3,22.0,16.4,7.018343312858303,0.7979091005337748
2003-09-08 04:00:00,2003,9,8,4,17.0,16.533333333333335,5.040786030920556,0.09257815424104436
2003-09-08 05:00:00,2003,9,8,5,11.0,17.133333333333333,9.71645634012338,-0.6312315023746046
2003-09-08 06:00:00,2003,9,8,6,13.0,17.357142857142858,6.777872855074844,-0.6428481251135456
2003-09-08 07:00:00,2003,9,8,7,17.0,18.928571428571427,6.888834731363786,-0.27995611794705183
2003-09-08 08:00:00,2003,9,8,8,11.0,19.066666666666666,8.08408194864333,-0.9978457316381377
2003-09-08 09:00:00,2003,9,8,9,24.0,23.733333333333334,9.698797176282564,0.027494818359411855
2003-09-08 10:00:00,2003,9,8,10,11.0,22.066666666666666,8.70522557898142,-1.2712670758799054
2003-09-08 11:00:00,2003,9,8,11,13.0,24.533333333333335,10.01332445627658,-1.1517986242924525
2003-09-08 12:00:00,2003,9,8,12,7.0,23.933333333333334,11.621818561080133,-1.4570295728106384
2003-09-08 13:00:00,2003,9,8,13,11.0,23.066666666666666,12.121213203463155,-0.9954999111160834
2003-09-08 14:00:00,2003,9,8,14,9.0,24.066666666666666,14.048216290774459,-1.072496775021967
2003-09-08 15:00:00,2003,9,8,15,4.0,23.2,13.110519222582846,-1.4644728918842538
