simulation_year,simulated_raw_mean,simulated_raw_std,simulated_zero_mean,simulated_zero_std,count
1,19.033247221104777,9.728341328779525,19.109301103253504,9.549457063752632,8760
2,19.262469876402868,9.858529331486993,19.347558506779745,9.65538208191293,8760
3,19.84716308112437,9.6300379663454,19.916904443660606,9.453823420841589,8760
4,18.983205300037465,9.339602917582738,19.062057506463887,9.146973181231012,8760
5,18.792845022884112,9.715118371227243,18.885381993247577,9.492385624910492,8760
6,19.23793425495348,9.566910746311876,19.32159439926803,9.355876926601919,8760
7,19.401940908869463,9.976937397543304,19.487060240104867,9.776567797432762,8760
8,19.554128339421442,9.919578778033923,19.659657453986043,9.661299669960982,8760
9,19.066256097777405,9.554117491634262,19.145477622840485,9.364002315305177,8760
10,19.00523910316307,9.911814414989452,19.10391948797818,9.681593078480752,8760
11,19.723285811066052,9.737509151180866,19.79182646012472,9.571207783636911,8760
12,18.592560724996975,9.521613218377496,18.672160472171964,9.339192504137095,8760
13,19.784716917537335,9.663771356581805,19.87214682380772,9.443345102554645,8760
14,20.074902032901498,10.049584307929837,20.169853609239265,9.817458255444244,8760
15,19.36834274298359,9.874461512701698,19.465294869497423,9.64178441306899,8760
16,19.21935709492389,9.744269218043597,19.303235447321953,9.548893164315489,8760
17,18.71168901551405,9.7242477624816,18.799265117584802,9.517006828533363,8760
18,19.76227038849458,10.092971912934038,19.8714241383255,9.825837337004202,8760
19,19.577787895467726,9.825683874631265,19.66753841539302,9.606617643107832,8760
20,18.943640369814393,9.622473730767815,19.021801531118978,9.438550937335279,8760
21,19.976028605450896,10.0884143365458,20.092205314328194,9.79014609246675,8760
22,18.942047179181376,9.851913315592002,19.035800217940253,9.631688012553388,8760
23,18.906249493864728,9.851203599352209,18.99403458073134,9.643229253077338,8760
24,19.141704619138288,9.80349745957324,19.201796177506456,9.666971801503314,8760
25,19.31232174770717,10.00432084712791,19.387531523464382,9.832921906373505,8760
26,18.78746606768175,9.747518187666854,18.92670416229881,9.400028856432193,8760
27,20.112899287888087,9.683163754736128,20.1602472410948,9.5665594721094,8760
28,19.422389069550775,9.988790244783207,19.53163955668898,9.714060241862027,8760
29,20.167364734541916,9.841526602586502,20.2258354399068,9.702300719853675,8760
30,19.256686978047263,9.472846495309499,19.319731690648144,9.321013719631233,8760
31,18.832681412615962,9.837728146077687,18.902277791073363,9.680956593155603,8760
32,19.319310134530816,10.210840892414538,19.435996904342442,9.924711924934986,8760
33,19.321936824642325,10.085536622803199,19.411270025279556,9.88022181653706,8760
34,19.439923998442787,9.845726554387383,19.52038745970083,9.65319954152905,8760
35,18.892618126264086,9.978249228929696,18.986381063733578,9.760334045236364,8760
36,19.514333177474295,9.624342750741683,19.578726873050368,9.469339644561561,8760
37,19.864345751060416,9.981046424144308,19.938615659296154,9.808802119720525,8760
38,19.889571457847833,10.212783954745387,19.947796022345855,10.080098793492022,8760
39,19.70174069810744,9.920495324297628,19.77134469999731,9.755414084016428,8760
40,19.36831910276508,9.78935140315549,19.45139123475055,9.586034086186956,8760
41,18.507715593875258,9.6099513166042,18.585756781702464,9.428924710800924,8760
42,18.90151120535978,9.847162798325643,18.972943973025654,9.684661664483448,8760
43,18.16604401183769,9.843690301686843,18.282042976986226,9.582448233545808,8760
44,19.35874648957185,10.309967988482542,19.477400582653935,10.027036468328093,8760
45,19.448523007491254,9.862963759394045,19.53010664008759,9.669541256993849,8760
46,19.135037545509125,9.600698560138595,19.204206431377525,9.438820853268203,8760
47,19.621762099644453,9.478020580170194,19.681644587558985,9.33105863634716,8760
48,18.86872921226131,10.229467346830045,18.975399720729342,9.9876363660136,8760
49,19.488810008996992,9.627736510998734,19.56278829099815,9.446439320951827,8760
50,18.78882521721938,9.928086081376842,18.89242245293109,9.678732583181267,8760
51,19.851537903845593,9.952457814416956,19.928732828282318,9.755926761601229,8760
52,19.322338928477784,9.685620829385503,19.384274237188688,9.538867799014755,8760
53,19.21198178610246,9.922987011789417,19.296346691975007,9.720797882582545,8760
54,18.661802875718053,9.392979984836328,18.750152580973264,9.179258700250875,8760
55,18.68754585331051,9.98474147233628,18.820809550254033,9.68082714562219,8760
56,19.109002840347184,9.673901285242955,19.20639753996366,9.437385326216907,8760
57,19.166162666735385,9.621253104355725,19.262917333698763,9.383716063406508,8760
58,19.751946152292533,9.828702335682465,19.8305485900184,9.629247753259106,8760
59,19.327012432329045,9.635089671619152,19.381924941577992,9.509842467862308,8760
60,19.029853266341057,9.959248988408318,19.14459852786932,9.686254206389277,8760
