"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-06-01 00:00","2003","06","01","00:00","","11.9","","2.9","","54","","","","35","","26","","15.0","","99.84","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-06-01 01:00","2003","06","01","01:00","","11.3","","1.8","","52","","","","35","","24","","15.0","","99.89","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-06-01 02:00","2003","06","01","02:00","","9.7","","1.5","","57","","","","36","","24","","15.0","","99.92","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-06-01 03:00","2003","06","01","03:00","","8.9","","0.8","","57","","","","35","","24","","15.0","","99.92","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-06-01 04:00","2003","06","01","04:00","","7.9","","0.7","","60","","","","33","","24","","15.0","","99.95","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-06-01 05:00","2003","06","01","05:00","","7.0","","0.5","","63","","","","34","","26","","15.0","","100.02","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-06-01 06:00","2003","06","01","06:00","","6.9","","0.8","","65","","","","35","","20","","15.0","","100.08","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-06-01 07:00","2003","06","01","07:00","","7.8","","0.1","","58","","","","35","","26","","15.0","","100.11","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-06-01 08:00","2003","06","01","08:00","","9.6","","0.0","","51","","","","34","","20","","15.0","","100.15","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-06-01 09:00","2003","06","01","09:00","","11.2","","1.2","","50","","","","32","","24","","15.0","","100.18","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-06-01 10:00","2003","06","01","10:00","","12.2","","-0.3","","42","","","","36","","22","","15.0","","100.19","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-06-01 11:00","2003","06","01","11:00","","14.0","","0.3","","39","","","","36","","26","","15.0","","100.23","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-06-01 12:00","2003","06","01","12:00","","15.2","","1.4","","39","","","","33","","30","","15.0","","100.18","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-06-01 13:00","2003","06","01","13:00","","15.1","","2.9","","44","","","","32","","24","","15.0","","100.19","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-06-01 14:00","2003","06","01","14:00","","15.6","","2.0","","40","","","","35","","28","","15.0","","100.21","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-06-01 15:00","2003","06","01","15:00","","16.2","","1.9","","38","","","","33","","32","","15.0","","100.21","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-06-01 16:00","2003","06","01","16:00","","16.5","","1.5","","36","","","","34","","22","","15.0","","100.23","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-06-01 17:00","2003","06","01","17:00","","16.2","","2.0","","38","","","","31","","30","","15.0","","100.26","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-06-01 18:00","2003","06","01","18:00","","15.9","","0.6","","35","","","","33","","24","","15.0","","100.28","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-06-01 19:00","2003","06","01","19:00","","15.4","","0.8","","37","","","","32","","22","","15.0","","100.33","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-06-01 20:00","2003","06","01","20:00","","14.7","","1.0","","39","","","","33","","19","","15.0","","100.36","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-06-01 21:00","2003","06","01","21:00","","13.2","","1.8","","46","","","","31","","11","","15.0","","100.41","","","","","",""
