"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO ISLAND A","6158665","2002-05-01 00:00","2002","05","01","00:00","","5.2","","0.7","","73","","","","25","","15","","15.0","","100.13","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2002-05-01 01:00","2002","05","01","01:00","","4.7","","0.5","","74","","","","25","","17","","15.0","","100.14","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2002-05-01 02:00","2002","05","01","02:00","","4.4","","0.0","","73","","","","26","","22","","15.0","","100.14","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2002-05-01 03:00","2002","05","01","03:00","","3.8","","0.2","","77","","","","26","","17","","15.0","","100.17","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2002-05-01 04:00","2002","05","01","04:00","","3.3","","0.0","","79","","","","26","","15","","15.0","","100.18","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2002-05-01 05:00","2002","05","01","05:00","","2.9","","-0.4","","79","","","","26","","13","","15.0","","100.18","","","","","","Rain"
"-79.40","43.63","TORONTO ISLAND A","6158665","2002-05-01 06:00","2002","05","01","06:00","","3.5","","0.1","","78","","","","26","","13","","15.0","","100.30","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2002-05-01 07:00","2002","05","01","07:00","","4.8","","0.5","","74","","","","24","","13","","15.0","","100.35","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2002-05-01 08:00","2002","05","01","08:00","","7.5","","-0.4","","57","","","","30","","20","","15.0","","100.34","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2002-05-01 09:00","2002","05","01","09:00","","8.8","","-0.6","","52","","","","28","","11","","15.0","","100.38","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2002-05-01 10:00","2002","05","01","10:00","","7.3","","3.0","","74","","","","20","","24","","15.0","","100.42","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2002-05-01 11:00","2002","05","01","11:00","","7.8","","3.7","","75","","","","19","","22","","15.0","","100.43","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2002-05-01 12:00","2002","05","01","12:00","","9.5","","3.7","","67","","","","21","","26","","15.0","","100.36","","","","","",""
