"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO ISLAND A","6158665","2002-12-01 00:00","2002","12","01","00:00","","-5.1","","-9.6","","71","","","","32","","22","","15.0","","99.50","","","","-12","","Rain"
"-79.40","43.63","TORONTO ISLAND A","6158665","2002-12-01 01:00","2002","12","01","01:00","","-5.5","","-10.4","","68","","","","32","","22","","15.0","","99.57","","","","-13","","Snow"
"-79.40","43.63","TORONTO ISLAND A","6158665","2002-12-01 02:00","2002","12","01","02:00","","-6.1","","-10.7","","70","","","","31","","17","","15.0","","99.69","","","","-12","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2002-12-01 03:00","2002","12","01","03:00","","-6.6","","-11.0","","71","","","","33","","15","","15.0","","99.79","","","","-13","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2002-12-01 04:00","2002","12","01","04:00","","-7.0","","-11.0","","73","","","","32","","15","","15.0","","99.83","","","","-13","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2002-12-01 05:00","2002","12","01","05:00","","-6.9","","-10.9","","73","","","","27","","20","","15.0","","99.93","","","","-14","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2002-12-01 06:00","2002","12","01","06:00","","-7.0","","-12.2","","66","","","","30","","19","","15.0","","100.03","","","","-14","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2002-12-01 07:00","2002","12","01","07:00","","-6.9","","-12.4","","65","","","","29","","19","","15.0","","100.10","","","","-14","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2002-12-01 08:00","2002","12","01","08:00","","-6.7","","-13.6","","58","","","","29","","22","","15.0","","100.15","","","","-14","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2002-12-01 09:00","2002","12","01","09:00","","-5.8","","-12.4","","60","","","","27","","24","","15.0","","100.23","","","","-13","",""
