"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-12-01 00:00","2003","12","01","00:00","","7.2","","2.5","","72","","","","25","","33","","15.0","","99.26","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-12-01 01:00","2003","12","01","01:00","","8.0","","2.0","","66","","","","27","","43","","15.0","","99.33","","","","","","Drizzle"
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-12-01 02:00","2003","12","01","02:00","","5.3","","-1.1","","63","","","","30","","32","","15.0","","99.54","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-12-01 03:00","2003","12","01","03:00","","4.7","","-2.8","","58","","","","28","","39","","15.0","","99.68","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-12-01 04:00","2003","12","01","04:00","","4.1","","-3.0","","60","","","","28","","32","","15.0","","99.73","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-12-01 05:00","2003","12","01","05:00","","3.9","","-2.2","","64","","","","27","","28","","15.0","","99.86","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-12-01 06:00","2003","12","01","06:00","","3.1","","-1.6","","71","","","","28","","30","","15.0","","99.98","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-12-01 07:00","2003","12","01","07:00","","1.9","","-1.4","","79","","","","30","","26","","15.0","","100.12","","","","","","Snow"
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-12-01 08:00","2003","12","01","08:00","","2.3","","-6.7","","51","","","","30","","33","","15.0","","100.22","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-12-01 09:00","2003","12","01","09:00","","1.9","","-5.3","","59","","","","31","","37","","15.0","","100.34","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-12-01 10:00","2003","12","01","10:00","","1.5","","-3.3","","70","","","","27","","30","","15.0","","100.45","","","","","","Snow"
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-12-01 11:00","2003","12","01","11:00","","0.8","","-1.6","","84","","","","31","","24","","3.5","","100.52","","","","","","Rain"
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-12-01 12:00","2003","12","01","12:00","","2.4","","-4.3","","61","","","","27","","37","","15.0","","100.47","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-12-01 13:00","2003","12","01","13:00","","3.1","","-5.4","","54","","","","27","","46","","15.0","","100.46","","","","","","Snow"
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-12-01 14:00","2003","12","01","14:00","","2.5","","-5.1","","57","","","","27","","43","","15.0","","100.50","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-12-01 15:00","2003","12","01","15:00","","2.5","","-6.1","","53","","","","27","","50","","15.0","","100.56","","","","","","Snow"
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-12-01 16:00","2003","12","01","16:00","","1.5","","-4.6","","64","","","","27","","39","","15.0","","100.66","","","","","","Snow"
"-79.40","43.63","TORONTO ISLAND A","6158665","2003-12-01 17:00","2003","12","01","17:00","","0.7","","-4.5","","68","","","","27","","35","","15.0","","100.71","","","","","",""
