"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-05-01 00:00","2001","05","01","00:00","","10.5","","2.0","","56","","","","","","0","","15.0","","101.09","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-05-01 01:00","2001","05","01","01:00","","10.2","","1.4","","54","","","","","","0","","15.0","","101.03","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-05-01 02:00","2001","05","01","02:00","","9.6","","1.2","","56","","","","","","0","","15.0","","100.99","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-05-01 03:00","2001","05","01","03:00","","10.1","","1.3","","54","","","","26","","4","","15.0","","100.97","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-05-01 04:00","2001","05","01","04:00","","8.4","","5.4","","81","","","","","","0","","15.0","","100.98","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-05-01 05:00","2001","05","01","05:00","","8.9","","5.5","","79","","","","8","","7","","15.0","","100.96","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-05-01 06:00","2001","05","01","06:00","","9.3","","6.9","","85","","","","8","","9","","8.0","","100.98","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-05-01 07:00","2001","05","01","07:00","","10.3","","5.7","","73","","","","8","","13","","12.9","","101.01","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-05-01 08:00","2001","05","01","08:00","","10.6","","4.3","","65","","","","8","","15","","15.0","","100.98","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-05-01 09:00","2001","05","01","09:00","","12.1","","4.0","","58","","","","7","","11","","15.0","","100.99","","","","","",""
