"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-01 00:00","1998","08","01","00:00","","17.8","","10.1","","61","","33","","13","","15.0","","101.58","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-01 01:00","1998","08","01","01:00","","17.2","","10.0","","63","","32","","11","","15.0","","101.58","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-01 02:00","1998","08","01","02:00","","15.1","","12.3","","83","","26","","19","","15.0","","101.62","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-01 03:00","1998","08","01","03:00","","14.4","","11.1","","81","","27","","9","","15.0","","101.65","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-01 04:00","1998","08","01","04:00","","14.0","","10.8","","81","","28","","9","","15.0","","101.68","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-01 05:00","1998","08","01","05:00","","14.0","","11.0","","82","","25","","4","","15.0","","101.78","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-01 06:00","1998","08","01","06:00","","14.3","","12.0","","86","","","","0","","15.0","","101.85","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-01 07:00","1998","08","01","07:00","","16.7","","13.0","","79","","27","","4","","15.0","","101.88","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-01 08:00","1998","08","01","08:00","","17.9","","13.8","","77","","21","","7","","15.0","","101.92","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-01 09:00","1998","08","01","09:00","","18.4","","14.3","","77","","19","","9","","15.0","","101.95","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-01 10:00","1998","08","01","10:00","","19.6","","15.0","","75","","18","","13","","15.0","","101.95","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-01 11:00","1998","08","01","11:00","","19.4","","15.7","","79","","18","","15","","15.0","","101.95","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-01 12:00","1998","08","01","12:00","","21.0","","14.6","","67","","17","","13","","15.0","","101.92","","25","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-01 13:00","1998","08","01","13:00","","20.0","","15.2","","74","","18","","11","","15.0","","101.88","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-01 14:00","1998","08","01","14:00","","22.5","","12.8","","54","","15","","13","","15.0","","101.82","","25","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-01 15:00","1998","08","01","15:00","","20.2","","15.6","","75","","18","","11","","15.0","","101.78","","25","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-01 16:00","1998","08","01","16:00","","21.9","","13.7","","60","","17","","11","","15.0","","101.75","","25","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-01 17:00","1998","08","01","17:00","","20.9","","14.6","","67","","18","","11","","15.0","","101.72","","25","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-01 18:00","1998","08","01","18:00","","21.2","","13.9","","63","","","","0","","15.0","","101.72","","25","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-01 19:00","1998","08","01","19:00","","21.2","","13.0","","59","","","","0","","15.0","","101.68","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-01 20:00","1998","08","01","20:00","","19.1","","12.3","","65","","","","0","","15.0","","101.68","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-01 21:00","1998","08","01","21:00","","18.4","","11.8","","65","","26","","4","","15.0","","101.72","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-01 22:00","1998","08","01","22:00","","17.8","","12.5","","71","","","","0","","15.0","","101.72","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-01 23:00","1998","08","01","23:00","","18.1","","10.7","","62","","30","","6","","15.0","","101.72","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-02 00:00","1998","08","02","00:00","","18.5","","12.0","","66","","31","","6","","15.0","","101.72","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-02 01:00","1998","08","02","01:00","","19.5","","11.9","","61","","31","","6","","15.0","","101.68","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-02 02:00","1998","08","02","02:00","","15.5","","12.8","","84","","15","","9","","15.0","","101.65","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-02 03:00","1998","08","02","03:00","","15.0","","12.5","","85","","","","0","","15.0","","101.65","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-02 04:00","1998","08","02","04:00","","14.9","","13.7","","93","","19","","4","","15.0","","101.65","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-02 05:00","1998","08","02","05:00","","14.1","","13.6","","97","","22","","4","","15.0","","101.65","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-02 06:00","1998","08","02","06:00","","15.4","","13.3","","87","","27","","6","","15.0","","101.68","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-02 07:00","1998","08","02","07:00","","17.7","","14.8","","83","","22","","4","","15.0","","101.68","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-02 08:00","1998","08","02","08:00","","18.4","","14.9","","80","","23","","4","","15.0","","101.68","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-02 09:00","1998","08","02","09:00","","20.2","","14.1","","68","","23","","7","","15.0","","101.65","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-02 10:00","1998","08","02","10:00","","20.7","","14.8","","69","","19","","13","","15.0","","101.62","","25","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-02 11:00","1998","08","02","11:00","","20.8","","15.8","","73","","19","","15","","15.0","","101.58","","25","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-02 12:00","1998","08","02","12:00","","20.6","","16.7","","78","","17","","20","","15.0","","101.55","","26","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-02 13:00","1998","08","02","13:00","","21.7","","16.5","","72","","17","","20","","15.0","","101.48","","27","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-02 14:00","1998","08","02","14:00","","23.1","","16.0","","64","","17","","20","","15.0","","101.45","","28","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-02 15:00","1998","08","02","15:00","","24.7","","14.8","","54","","15","","17","","15.0","","101.35","","29","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-02 16:00","1998","08","02","16:00","","25.4","","13.9","","49","","16","","19","","15.0","","101.31","","29","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-02 17:00","1998","08","02","17:00","","23.5","","15.4","","60","","12","","11","","15.0","","101.28","","28","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-02 18:00","1998","08","02","18:00","","24.2","","11.5","","45","","14","","11","","15.0","","101.28","","26","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-02 19:00","1998","08","02","19:00","","22.5","","13.9","","58","","19","","7","","15.0","","101.28","","26","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-02 20:00","1998","08","02","20:00","","20.8","","14.7","","68","","21","","7","","15.0","","101.28","","25","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-02 21:00","1998","08","02","21:00","","19.8","","14.9","","73","","27","","7","","15.0","","101.31","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-02 22:00","1998","08","02","22:00","","19.8","","14.6","","72","","26","","4","","15.0","","101.31","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-02 23:00","1998","08","02","23:00","","18.4","","14.8","","80","","18","","7","","15.0","","101.31","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-03 00:00","1998","08","03","00:00","","18.7","","15.7","","83","","","","0","","15.0","","101.28","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-03 01:00","1998","08","03","01:00","","16.8","","14.5","","86","","8","","4","","15.0","","101.25","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-03 02:00","1998","08","03","02:00","","18.1","","16.4","","90","","7","","9","","15.0","","101.25","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","1998-08-03 03:00","1998","08","03","03:00","","18.1","","16.0","","88","","6","","4","","15.0","","101.25","","","","","",""
