"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-08-01 00:00","2001","08","01","00:00","","20.5","","15.2","","72","","","","","","0","","15.0","","101.59","","25","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-08-01 01:00","2001","08","01","01:00","","19.5","","15.2","","76","","","","7","","6","","15.0","","101.52","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-08-01 02:00","2001","08","01","02:00","","21.1","","14.9","","68","","","","7","","9","","15.0","","101.54","","25","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-08-01 03:00","2001","08","01","03:00","","21.1","","14.7","","67","","","","7","","11","","15.0","","101.51","","25","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-08-01 04:00","2001","08","01","04:00","","20.7","","14.0","","65","","","","8","","6","","15.0","","101.50","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-08-01 05:00","2001","08","01","05:00","","19.1","","14.7","","76","","","","","","0","","15.0","","101.60","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-08-01 06:00","2001","08","01","06:00","","20.9","","13.3","","62","","","","7","","13","","15.0","","101.59","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-08-01 07:00","2001","08","01","07:00","","21.5","","14.6","","65","","","","7","","13","","15.0","","101.64","","25","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-08-01 08:00","2001","08","01","08:00","","21.9","","17.2","","75","","","","8","","17","","15.0","","101.68","","27","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-08-01 09:00","2001","08","01","09:00","","22.4","","18.5","","79","","","","8","","17","","15.0","","101.68","","29","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-08-01 10:00","2001","08","01","10:00","","22.9","","19.1","","79","","","","9","","15","","15.0","","101.72","","30","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-08-01 11:00","2001","08","01","11:00","","23.5","","19.6","","79","","","","9","","15","","15.0","","101.70","","31","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-08-01 12:00","2001","08","01","12:00","","23.6","","19.8","","79","","","","9","","13","","12.9","","101.67","","31","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-08-01 13:00","2001","08","01","13:00","","24.7","","19.5","","73","","","","7","","11","","12.9","","101.64","","32","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-08-01 14:00","2001","08","01","14:00","","24.8","","19.7","","73","","","","7","","11","","12.9","","101.52","","32","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-08-01 15:00","2001","08","01","15:00","","24.7","","20.6","","78","","","","8","","15","","12.9","","101.44","","33","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-08-01 16:00","2001","08","01","16:00","","23.9","","19.2","","75","","","","8","","13","","12.9","","101.47","","31","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-08-01 17:00","2001","08","01","17:00","","23.9","","19.5","","76","","","","7","","17","","15.0","","101.42","","31","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-08-01 18:00","2001","08","01","18:00","","23.6","","19.8","","79","","","","7","","13","","12.9","","101.38","","31","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-08-01 19:00","2001","08","01","19:00","","23.0","","20.2","","84","","","","7","","13","","11.3","","101.37","","31","","","",""
