"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-06-01 00:00","2001","06","01","00:00","","10.1","","6.4","","78","","","","","","0","","15.0","","100.64","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-06-01 01:00","2001","06","01","01:00","","9.6","","5.6","","76","","","","","","0","","15.0","","100.60","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-06-01 02:00","2001","06","01","02:00","","9.7","","6.8","","82","","","","9","","11","","15.0","","100.53","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-06-01 03:00","2001","06","01","03:00","","9.7","","7.3","","85","","","","7","","17","","15.0","","100.47","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-06-01 04:00","2001","06","01","04:00","","9.7","","7.3","","85","","","","7","","17","","15.0","","100.42","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-06-01 05:00","2001","06","01","05:00","","9.8","","7.1","","83","","","","7","","22","","15.0","","100.37","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-06-01 06:00","2001","06","01","06:00","","10.0","","7.0","","82","","","","7","","28","","15.0","","100.29","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-06-01 07:00","2001","06","01","07:00","","10.1","","6.5","","78","","","","7","","28","","15.0","","100.19","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-06-01 08:00","2001","06","01","08:00","","10.4","","6.4","","76","","","","6","","32","","15.0","","100.10","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-06-01 09:00","2001","06","01","09:00","","10.6","","5.2","","69","","","","7","","37","","15.0","","100.00","","","","","",""
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-06-01 10:00","2001","06","01","10:00","","11.4","","6.1","","70","","","","7","","33","","15.0","","99.90","","","","","","Rain"
"-79.40","43.63","TORONTO ISLAND A","6158665","2001-06-01 11:00","2001","06","01","11:00","","11.4","","6.3","","71","","","","6","","33","","15.0","","99.78","","","","","",""
