Year,Month,Day,Time (LST),Wind Spd (km/h)
1994,9,28,19:00,19
1994,9,28,20:00,15
1994,9,28,21:00,15
1994,9,28,22:00,15
1994,9,28,23:00,13
1994,9,29,00:00,13
1994,9,29,01:00,11
1994,9,29,02:00,11
1994,9,29,03:00,13
1994,9,29,04:00,15
1994,9,29,05:00,13
1994,9,29,06:00,11
1994,9,29,07:00,13
1994,9,29,08:00,13
1994,9,29,09:00,19
1994,9,29,10:00,28
1994,9,29,11:00,26
1994,9,29,12:00,22
1994,9,29,13:00,22
1994,9,29,14:00,26
1994,9,29,15:00,28
1994,9,29,16:00,30
1994,9,29,17:00,26
1994,9,29,18:00,28
1994,9,29,19:00,26
1994,9,29,20:00,28
1994,9,29,21:00,28
1994,9,29,22:00,28
1994,9,29,23:00,24
1994,9,30,00:00,24
1994,9,30,01:00,22
1994,9,30,02:00,20
1994,9,30,03:00,20
1994,9,30,04:00,15
1994,9,30,05:00,20
1994,9,30,06:00,19
1994,9,30,07:00,19
1994,9,30,08:00,19
1994,9,30,09:00,22
1994,9,30,10:00,22
1994,9,30,11:00,22
1994,9,30,12:00,22
1994,9,30,13:00,22
1994,9,30,14:00,22
1994,9,30,15:00,22
1994,9,30,16:00,20
1994,9,30,17:00,28
1994,9,30,18:00,22
1994,9,30,19:00,20
1994,9,30,20:00,22
1994,9,30,21:00,20
1994,9,30,22:00,24
1994,9,30,23:00,24
