"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-108.26","52.77","NORTH BATTLEFORD A","4045600","1992-06-01 00:00","1992","06","01","00:00","","14.7","","8.0","","64","","19","","13","","24.1","","95.44","","","","","","Mainly Clear"
"-108.26","52.77","NORTH BATTLEFORD A","4045600","1992-06-01 01:00","1992","06","01","01:00","","13.5","","8.3","","71","","20","","15","","24.1","","95.40","","","","","","Mainly Clear"
"-108.26","52.77","NORTH BATTLEFORD A","4045600","1992-06-01 02:00","1992","06","01","02:00","","12.0","","8.3","","78","","19","","9","","24.1","","95.40","","","","","","Mainly Clear"
"-108.26","52.77","NORTH BATTLEFORD A","4045600","1992-06-01 03:00","1992","06","01","03:00","","10.9","","8.0","","82","","18","","9","","24.1","","95.37","","","","","","Mainly Clear"
"-108.26","52.77","NORTH BATTLEFORD A","4045600","1992-06-01 04:00","1992","06","01","04:00","","11.7","","8.4","","80","","19","","7","","24.1","","95.31","","","","","","Mainly Clear"
"-108.26","52.77","NORTH BATTLEFORD A","4045600","1992-06-01 05:00","1992","06","01","05:00","","10.2","","7.7","","84","","17","","9","","24.1","","95.28","","","","","","Mainly Clear"
"-108.26","52.77","NORTH BATTLEFORD A","4045600","1992-06-01 06:00","1992","06","01","06:00","","10.5","","7.9","","84","","15","","9","","24.1","","95.21","","","","","","Mostly Cloudy"
"-108.26","52.77","NORTH BATTLEFORD A","4045600","1992-06-01 07:00","1992","06","01","07:00","","12.1","","8.8","","80","","15","","17","","24.1","","95.15","","","","","","Cloudy"
"-108.26","52.77","NORTH BATTLEFORD A","4045600","1992-06-01 08:00","1992","06","01","08:00","","13.7","","9.4","","75","","16","","15","","24.1","","95.08","","","","","","Mostly Cloudy"
"-108.26","52.77","NORTH BATTLEFORD A","4045600","1992-06-01 09:00","1992","06","01","09:00","","15.8","","10.1","","69","","18","","13","","24.1","","95.02","","","","","","Mostly Cloudy"
"-108.26","52.77","NORTH BATTLEFORD A","4045600","1992-06-01 10:00","1992","06","01","10:00","","18.9","","10.2","","57","","21","","15","","24.1","","94.95","","","","","","Cloudy"
