step_index,z_midpoint,wind_speed_raw_kmh,wind_speed_kmh,probability,single_wtg_power_MW,wind_farm_power_MW_raw,wind_farm_power_MW
43,-0.7000000000000001,9.403552963465561,9.403552963465561,0.03472888774456388,0.0,0.0,0.0
44,-0.6000000000000001,10.459684301940054,10.459684301940054,0.03728912061048919,0.0,0.0,0.0
45,-0.5,11.515815640414548,11.515815640414548,0.03927329251943872,0.0,0.0,0.0
46,-0.4,12.57194697888904,12.57194697888904,0.04097917576552886,0.0,0.0,0.0
47,-0.3,13.628078317363533,13.628078317363533,0.04208905777577843,0.0,0.0,0.0
48,-0.2,14.684209655838025,14.684209655838025,0.04255499055139032,0.0021995439620209195,0.03959179131637655,0.0396
49,-0.1,15.740340994312518,15.740340994312518,0.042519295930063566,0.01230067692081055,0.2214121845745899,0.2214
50,0.0,16.796472332787012,16.796472332787012,0.0418836805142645,0.025439485261204126,0.45791073470167426,0.4579
51,0.1,17.852603671261505,17.852603671261505,0.0408170278108668,0.04161596898320169,0.7490874416976304,0.7491
52,0.2,18.908735009736,18.908735009736,0.039376418770819654,0.06083012808680291,1.0949423055624523,1.0949
53,0.3,19.964866348210492,19.964866348210492,0.03752615877279619,0.08308196257200812,1.495475326296146,1.4955
54,0.4,21.020997686684986,21.020997686684986,0.03551945891520548,0.10837147243881731,1.9506865038987116,1.9507
55,0.5,22.077129025159476,22.077129025159476,0.033168751193229734,0.13669865768723008,2.4605758383701413,2.4606
56,0.6000000000000001,23.13326036363397,23.13326036363397,0.030752095945924464,0.168063518317247,3.025143329710446,3.0251
57,0.7000000000000001,24.189391702108463,24.189391702108463,0.02832912374004748,0.20246605432886766,3.644388977919618,3.6444
58,0.8,25.245523040582956,25.245523040582956,0.02589774160739736,0.23990626572209223,4.31831278299766,4.3183
59,0.9,26.301654379057446,26.301654379057446,0.023533258349259244,0.2803841524969206,5.046914744944571,5.0469
60,1.0,27.35778571753194,27.35778571753194,0.02118723126526131,0.3238997146533528,5.830194863760351,5.8302
61,1.1,28.413917056006433,28.413917056006433,0.01898158526663023,0.3704529521913892,6.668153139445005,6.6682
62,1.2000000000000002,29.470048394480926,29.470048394480926,0.016855243735850862,0.4200438651110292,7.560789571998526,7.5608
63,1.3,30.52617973295542,30.52617973295542,0.014959166761199063,0.47267245341227304,8.508104161420915,8.5081
64,1.4,31.582311071429913,31.582311071429913,0.013121807058090048,0.528338717095121,9.510096907712178,9.5101
65,1.5,32.63844240990441,32.63844240990441,0.011444730665245376,0.5870426561595729,10.566767810872312,10.5668
66,1.6,33.6945737483789,33.6945737483789,0.00995054163924087,0.6487842706056285,11.678116870901313,11.6781
67,1.7000000000000002,34.750705086853394,34.750705086853394,0.008669302614242817,0.7135635604332875,12.844144087799176,12.8441
68,1.8,35.80683642532789,35.80683642532789,0.00743357613413475,0.781380525642551,14.064849461565919,14.0648
69,1.9,36.862967763802374,36.862967763802374,0.006411484626444574,0.8522351662334177,15.340232992201518,15.3402
70,2.0,37.919099102276874,37.919099102276874,0.005460782361407714,0.9261274822058894,16.670294679706007,16.6703
71,2.1,38.97523044075136,38.97523044075136,0.004673445777986515,1.003057473559964,18.055034524079353,18.055
72,2.2,40.03136177922586,40.03136177922586,0.0039312792537495355,1.083025140295643,19.494452525321574,19.4945
73,2.3000000000000003,41.08749311770035,41.08749311770035,0.003346009236687236,1.1660304824129253,20.988548683432654,20.9885
74,2.4000000000000004,42.14362445617485,42.14362445617485,0.002802446367784951,1.2520734999118126,22.537322998412627,22.5373
75,2.5,43.199755794649334,43.199755794649334,0.0023459890300306153,1.3411541927923025,24.140775470261445,24.1408
76,2.6,44.25588713312383,44.25588713312383,0.0019613395285699026,1.4332725610543966,25.79890609897914,25.7989
77,2.7,45.31201847159832,45.31201847159832,0.001643855279392329,1.5,27.0,27.0
78,2.8000000000000003,46.36814981007282,46.36814981007282,0.0013653002387620048,1.5,27.0,27.0
79,2.9000000000000004,47.42428114854731,47.42428114854731,0.00112597883841708,1.5,27.0,27.0
80,3.0,48.4804124870218,48.4804124870218,0.0009223901133661329,1.5,27.0,27.0
81,3.1,49.536543825496295,49.536543825496295,0.0007705167298749249,1.5,27.0,27.0
82,3.2,50.59267516397079,50.59267516397079,0.0006257213843012986,1.5,27.0,27.0
83,3.3000000000000003,51.64880650244528,51.64880650244528,0.0005206924345554339,1.5,27.0,27.0
84,3.4000000000000004,52.704937840919776,52.704937840919776,0.0004204202307219089,1.5,27.0,27.0
85,3.5,53.76106917939426,53.76106917939426,0.0003351032360370406,1.5,27.0,27.0
86,3.6,54.817200517868756,54.817200517868756,0.00028266486909864566,1.5,27.0,27.0
87,3.7,55.87333185634325,55.87333185634325,0.00022265376266782563,1.5,27.0,27.0
88,3.8,56.92946319481774,56.92946319481774,0.00017752175745092472,1.5,27.0,27.0
89,3.9,57.985594533292236,57.985594533292236,0.00014833436453236715,1.5,27.0,27.0
90,4.0,59.04172587176673,59.04172587176673,0.00011625487009908693,1.5,27.0,27.0
91,4.1000000000000005,60.09785721024123,60.09785721024123,9.665707694006103e-05,1.5,27.0,27.0
92,4.2,61.153988548715716,61.153988548715716,7.671679807526104e-05,1.5,27.0,27.0
93,4.3,62.21011988719021,62.21011988719021,6.278904604374045e-05,1.5,27.0,27.0
94,4.4,63.2662512256647,63.2662512256647,5.0421506671488535e-05,1.5,27.0,27.0
95,4.5,64.32238256413919,64.32238256413919,3.988055772959999e-05,1.5,27.0,27.0
96,4.6000000000000005,65.37851390261369,65.37851390261369,3.1204253185374035e-05,1.5,27.0,27.0
97,4.7,66.43464524108819,66.43464524108819,2.637139933837098e-05,1.5,27.0,27.0
98,4.800000000000001,67.49077657956268,67.49077657956268,1.982611696290228e-05,1.5,27.0,27.0
99,4.9,68.54690791803716,68.54690791803716,1.4917155181300757e-05,1.5,27.0,27.0
100,5.0,69.60303925651166,69.60303925651166,1.2633917143346558e-05,1.5,27.0,27.0
