wind_farm_power_MW,probability,wind_state_count,z_min,z_max,wind_speed_min_kmh,wind_speed_max_kmh
1.2291,0.9889298345348817,1,0.0,0.0,19.27889627761217,19.27889627761217
27.0,0.011070165465118352,1,5.0,5.0,67.52075713495887,67.52075713495887
