peak_load_pu,2-step,5-step,6-step,10-step,100-step
0.92,0.23316761483218845,0.20778178986269535,0.20263109569293547,0.19987329281000163,0.19462446802165273
0.95,0.41607653014309964,0.3696574079033113,0.3594050113460612,0.35460437874325273,0.3468123093392279
0.98,0.6801235715438764,0.6095848832402166,0.5943923622424879,0.5964894651122398,0.5881172989508124
1.0,0.9470101488406748,0.8569352125077291,0.8436185475936437,0.8489712204332507,0.8574162459255453
1.02,1.344745089438054,1.1995491411753145,1.1711316176103355,1.172032229790861,1.145324428217774
1.05,2.219490356357861,1.980190421841797,1.936986037699448,1.9111308094558026,1.8821355774646704
