step_index,z_midpoint,wind_speed_raw_kmh,wind_speed_kmh,probability,single_wtg_power_MW,wind_farm_power_MW_raw,wind_farm_power_MW
1,-4.0,-25.448781206192706,0.0,0.001642751714340435,0.0,0.0,0.0
2,-2.0,-4.326154436702847,0.0,0.15856220543137403,0.0,0.0,0.0
3,0.0,16.796472332787012,16.796472332787012,0.6983374868604421,0.025439485261204126,0.45791073470167426,0.4579
4,2.0,37.919099102276874,37.919099102276874,0.13740625452723262,0.9261274822058894,16.670294679706007,16.6703
5,4.0,59.04172587176673,59.04172587176673,0.004051301466610903,1.5,27.0,27.0
