step_index,z_midpoint,wind_speed_raw_kmh,wind_speed_kmh,probability,single_wtg_power_MW,wind_farm_power_MW_raw,wind_farm_power_MW
66,1.6,34.71629175196312,34.71629175196312,0.00995054163924087,0.7114048927987469,1.4228097855974937,1.4228
67,1.7000000000000002,35.68112896911005,35.68112896911005,0.008669302614242817,0.7731492560242625,1.546298512048525,1.5463
68,1.8,36.645966186256985,36.645966186256985,0.00743357613413475,0.8374288272525557,1.6748576545051115,1.6749
69,1.9,37.61080340340392,37.61080340340392,0.006411484626444574,0.9042436064836259,1.8084872129672518,1.8085
70,2.0,38.57564062055086,38.57564062055086,0.005460782361407714,0.9735935937174732,1.9471871874349465,1.9472
71,2.1,39.54047783769779,39.54047783769779,0.004673445777986515,1.0454787889540973,2.0909575779081946,2.091
72,2.2,40.50531505484472,40.50531505484472,0.0039312792537495355,1.119899192193498,2.239798384386996,2.2398
73,2.3000000000000003,41.47015227199166,41.47015227199166,0.003346009236687236,1.1968548034356763,2.3937096068713526,2.3937
74,2.4000000000000004,42.434989489138594,42.434989489138594,0.002802446367784951,1.2763456226806316,2.552691245361263,2.5527
75,2.5,43.39982670628552,43.39982670628552,0.0023459890300306153,1.3583716499283631,2.7167432998567262,2.7167
76,2.6,44.36466392343246,44.36466392343246,0.0019613395285699026,1.4429328851788723,2.8858657703577446,2.8859
77,2.7,45.329501140579396,45.329501140579396,0.001643855279392329,1.5,3.0,3.0
78,2.8000000000000003,46.29433835772633,46.29433835772633,0.0013653002387620048,1.5,3.0,3.0
79,2.9000000000000004,47.25917557487327,47.25917557487327,0.00112597883841708,1.5,3.0,3.0
80,3.0,48.2240127920202,48.2240127920202,0.0009223901133661329,1.5,3.0,3.0
81,3.1,49.188850009167126,49.188850009167126,0.0007705167298749249,1.5,3.0,3.0
82,3.2,50.15368722631406,50.15368722631406,0.0006257213843012986,1.5,3.0,3.0
83,3.3000000000000003,51.118524443461,51.118524443461,0.0005206924345554339,1.5,3.0,3.0
84,3.4000000000000004,52.083361660607935,52.083361660607935,0.0004204202307219089,1.5,3.0,3.0
85,3.5,53.048198877754864,53.048198877754864,0.0003351032360370406,1.5,3.0,3.0
86,3.6,54.0130360949018,54.0130360949018,0.00028266486909864566,1.5,3.0,3.0
87,3.7,54.977873312048736,54.977873312048736,0.00022265376266782563,1.5,3.0,3.0
88,3.8,55.942710529195665,55.942710529195665,0.00017752175745092472,1.5,3.0,3.0
89,3.9,56.9075477463426,56.9075477463426,0.00014833436453236715,1.5,3.0,3.0
90,4.0,57.87238496348954,57.87238496348954,0.00011625487009908693,1.5,3.0,3.0
91,4.1000000000000005,58.83722218063647,58.83722218063647,9.665707694006103e-05,1.5,3.0,3.0
92,4.2,59.80205939778341,59.80205939778341,7.671679807526104e-05,1.5,3.0,3.0
93,4.3,60.76689661493034,60.76689661493034,6.278904604374045e-05,1.5,3.0,3.0
94,4.4,61.731733832077275,61.731733832077275,5.0421506671488535e-05,1.5,3.0,3.0
95,4.5,62.69657104922421,62.69657104922421,3.988055772959999e-05,1.5,3.0,3.0
96,4.6000000000000005,63.66140826637115,63.66140826637115,3.1204253185374035e-05,1.5,3.0,3.0
97,4.7,64.62624548351808,64.62624548351808,2.637139933837098e-05,1.5,3.0,3.0
98,4.800000000000001,65.59108270066503,65.59108270066503,1.982611696290228e-05,1.5,3.0,3.0
99,4.9,66.55591991781195,66.55591991781195,1.4917155181300757e-05,1.5,3.0,3.0
100,5.0,67.52075713495887,67.52075713495887,1.2633917143346558e-05,1.5,3.0,3.0
