peak_load_pu,2-step,5-step,6-step,10-step,100-step
0.92,0.18348096054239296,0.16913643245913326,0.1648702695445806,0.166781938567008,0.16821765410213785
0.95,0.3319611705576542,0.30435197459509994,0.29611343592526024,0.299233929567288,0.29963369966650244
0.98,0.6014047623651592,0.5442629815334128,0.5265684732158414,0.522384569905876,0.5108367799435379
1.0,0.8116323326189842,0.7479944403774766,0.7285204974464264,0.7419673456052278,0.7438232743001114
1.02,1.1912502523847277,1.068736946504494,1.0327551916044813,1.0224525088179772,1.002784231148302
1.05,1.791039353351764,1.6417308433390583,1.6009808258988532,1.6178110078926453,1.631922825383764
