step_index,z_midpoint,wind_speed_raw_kmh,wind_speed_kmh,probability,single_wtg_power_MW,wind_farm_power_MW_raw,wind_farm_power_MW
58,0.8,26.997594014787644,26.997594014787644,0.026027946335783717,0.30871747509458936,5.556914551702608,5.5569
59,0.9,27.962431231934577,27.962431231934577,0.023743893867078873,0.35018017429788956,6.303243137362012,6.3032
60,1.0,28.92726844908151,28.92726844908151,0.021339628110547418,0.39417808150396655,7.0952054670713975,7.0952
61,1.1,29.892105666228446,29.892105666228446,0.019098843292446776,0.440711196712821,7.932801540830778,7.9328
62,1.2000000000000002,30.856942883375382,30.856942883375382,0.016924272820917272,0.48977951992445223,8.81603135864014,8.816
63,1.3,31.821780100522314,31.821780100522314,0.015033396575645204,0.5413830511388602,9.744894920499483,9.7449
64,1.4,32.78661731766925,32.78661731766925,0.013121057749070677,0.5955217903560455,10.719392226408818,10.7194
65,1.5,33.75145453481618,33.75145453481618,0.011497550468746204,0.6521957375760074,11.739523276368132,11.7395
66,1.6,34.71629175196312,34.71629175196312,0.009947906433648518,0.7114048927987469,12.805288070377443,12.8053
67,1.7000000000000002,35.68112896911005,35.68112896911005,0.008659694904840287,0.7731492560242625,13.916686608436725,13.9167
68,1.8,36.645966186256985,36.645966186256985,0.007357213042719301,0.8374288272525557,15.073718890546003,15.0737
69,1.9,37.61080340340392,37.61080340340392,0.006401214873431779,0.9042436064836259,16.276384916705265,16.2764
70,2.0,38.57564062055086,38.57564062055086,0.0053971542215470215,0.9735935937174732,17.52468468691452,17.5247
71,2.1,39.54047783769779,39.54047783769779,0.004588882542713077,1.0454787889540973,18.818618201173752,18.8186
72,2.2,40.50531505484472,40.50531505484472,0.0038687444424186732,1.119899192193498,20.158185459482965,20.1582
73,2.3000000000000003,41.47015227199166,41.47015227199166,0.0032655089126222355,1.1968548034356763,21.543386461842175,21.5434
74,2.4000000000000004,42.434989489138594,42.434989489138594,0.002742187249377189,1.2763456226806316,22.974221208251368,22.9742
75,2.5,43.39982670628552,43.39982670628552,0.002278116010046699,1.3583716499283631,24.450689698710537,24.4507
76,2.6,44.36466392343246,44.36466392343246,0.0019209010265620575,1.4429328851788723,25.972791933219703,25.9728
77,2.7,45.329501140579396,45.329501140579396,0.0015881168537088452,1.5,27.0,27.0
78,2.8000000000000003,46.29433835772633,46.29433835772633,0.0013248577447553262,1.5,27.0,27.0
79,2.9000000000000004,47.25917557487327,47.25917557487327,0.0011111452330636277,1.5,27.0,27.0
80,3.0,48.2240127920202,48.2240127920202,0.0008910396120478459,1.5,27.0,27.0
81,3.1,49.188850009167126,49.188850009167126,0.0007349792469396574,1.5,27.0,27.0
82,3.2,50.15368722631406,50.15368722631406,0.0005963857698062125,1.5,27.0,27.0
83,3.3000000000000003,51.118524443461,51.118524443461,0.0005026582206081111,1.5,27.0,27.0
84,3.4000000000000004,52.083361660607935,52.083361660607935,0.00040299421275186804,1.5,27.0,27.0
85,3.5,53.048198877754864,53.048198877754864,0.0003339257995182164,1.5,27.0,27.0
86,3.6,54.0130360949018,54.0130360949018,0.00027262044760667314,1.5,27.0,27.0
87,3.7,54.977873312048736,54.977873312048736,0.00021542495168920477,1.5,27.0,27.0
88,3.8,55.942710529195665,55.942710529195665,0.00016953155975541758,1.5,27.0,27.0
89,3.9,56.9075477463426,56.9075477463426,0.0001481831411195198,1.5,27.0,27.0
90,4.0,57.87238496348954,57.87238496348954,0.00011450515450139711,1.5,27.0,27.0
91,4.1000000000000005,58.83722218063647,58.83722218063647,9.93215198567125e-05,1.5,27.0,27.0
92,4.2,59.80205939778341,59.80205939778341,7.329243189426371e-05,1.5,27.0,27.0
93,4.3,60.76689661493034,60.76689661493034,6.027788791303931e-05,1.5,27.0,27.0
94,4.4,61.731733832077275,61.731733832077275,4.8062482597328685e-05,1.5,27.0,27.0
95,4.5,62.69657104922421,62.69657104922421,3.9500282609681064e-05,1.5,27.0,27.0
96,4.6000000000000005,63.66140826637115,63.66140826637115,2.8540666625492096e-05,1.5,27.0,27.0
97,4.7,64.62624548351808,64.62624548351808,2.7056551960966506e-05,1.5,27.0,27.0
98,4.800000000000001,65.59108270066503,65.59108270066503,1.8722677306322814e-05,1.5,27.0,27.0
99,4.9,66.55591991781195,66.55591991781195,1.564028531076967e-05,1.5,27.0,27.0
100,5.0,67.52075713495887,67.52075713495887,1.1530429316698807e-05,1.5,27.0,27.0
