peak_load_pu,2-step,5-step,6-step,10-step,100-step
0.92,0.20106764402949445,0.18475015811496345,0.18090684573687424,0.18327391142332825,0.18418964415920897
0.95,0.3821396914912147,0.3448797493207103,0.33580533562374737,0.3333753748723515,0.32862068415973594
0.98,0.6204349143121142,0.5664060667712129,0.5530522457545846,0.5605523466749885,0.5593476717385487
1.0,0.9298823178493276,0.8444557389450137,0.8273347346918641,0.8270337766445449,0.8074873891678929
1.02,1.1951625018995877,1.0889209474201718,1.073335972064465,1.085152194444973,1.0937544713561564
1.05,2.0157023537162857,1.8343107522514623,1.7953526603719143,1.796578226827729,1.7903888587731556
