step_index,z_midpoint,wind_speed_raw_kmh,wind_speed_kmh,probability,single_wtg_power_MW,wind_farm_power_MW_raw,wind_farm_power_MW
1,-4.0,-25.448781206192706,0.0,0.00044123575083459697,0.0,0.0,0.0
2,-3.0,-14.887467821447778,0.0,0.005418276079934004,0.0,0.0,0.0
3,-2.0,-4.326154436702847,0.0,0.05542781050144109,0.0,0.0,0.0
4,-1.0,6.235158948042082,6.235158948042082,0.27112165476611344,0.0,0.0,0.0
5,0.0,16.796472332787012,16.796472332787012,0.39643401599994355,0.025439485261204126,0.45791073470167426,0.4579
6,1.0,27.35778571753194,27.35778571753194,0.20506198439490544,0.3238997146533528,5.830194863760351,5.8302
7,2.0,37.919099102276874,37.919099102276874,0.05502485704170958,0.9261274822058894,16.670294679706007,16.6703
8,3.0,48.4804124870218,48.4804124870218,0.009691318013998055,1.5,27.0,27.0
9,4.0,59.04172587176673,59.04172587176673,0.0012738946093090013,1.5,27.0,27.0
10,5.0,69.60303925651166,69.60303925651166,0.00010495284181129462,1.5,27.0,27.0
