step_index,z_midpoint,wind_speed_raw_kmh,wind_speed_kmh,probability
1,-4.0,-25.448781206192706,0.0,0.00044123575083459697
2,-3.0,-14.887467821447778,0.0,0.005418276079934004
3,-2.0,-4.326154436702847,0.0,0.05542781050144109
4,-1.0,6.235158948042082,6.235158948042082,0.27112165476611344
5,0.0,16.796472332787012,16.796472332787012,0.39643401599994355
6,1.0,27.35778571753194,27.35778571753194,0.20506198439490544
7,2.0,37.919099102276874,37.919099102276874,0.05502485704170958
8,3.0,48.4804124870218,48.4804124870218,0.009691318013998055
9,4.0,59.04172587176673,59.04172587176673,0.0012738946093090013
10,5.0,69.60303925651166,69.60303925651166,0.00010495284181129462
