wind_farm_power_MW,probability,wind_state_count,z_min,z_max,wind_speed_min_kmh,wind_speed_max_kmh
0.0,0.16020495714571448,2,-4.0,-2.0,0.0,0.0
0.4579,0.6983374868604421,1,0.0,0.0,16.796472332787012,16.796472332787012
16.6703,0.13740625452723262,1,2.0,2.0,37.919099102276874,37.919099102276874
27.0,0.004051301466610903,1,4.0,4.0,59.04172587176673,59.04172587176673
