"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-107.68","50.30","SWIFT CURRENT A","4028040","1999-10-01 00:00","1999","10","01","00:00","","-0.9","","-10.4","","48","","10","","6","","15.0","","92.75","","","","-3","","NA"
"-107.68","50.30","SWIFT CURRENT A","4028040","1999-10-01 01:00","1999","10","01","01:00","","-2.4","","-9.9","","56","","9","","11","","15.0","","92.75","","","","-6","","NA"
"-107.68","50.30","SWIFT CURRENT A","4028040","1999-10-01 02:00","1999","10","01","02:00","","-3.0","","-9.3","","62","","11","","11","","15.0","","92.75","","","","-7","","NA"
"-107.68","50.30","SWIFT CURRENT A","4028040","1999-10-01 03:00","1999","10","01","03:00","","-3.0","","-8.6","","65","","10","","17","","15.0","","92.72","","","","-9","","NA"
"-107.68","50.30","SWIFT CURRENT A","4028040","1999-10-01 04:00","1999","10","01","04:00","","-4.6","","-9.0","","71","","13","","9","","15.0","","92.72","","","","-8","","NA"
"-107.68","50.30","SWIFT CURRENT A","4028040","1999-10-01 05:00","1999","10","01","05:00","","-3.9","","-8.7","","69","","13","","7","","15.0","","92.72","","","","-7","","NA"
"-107.68","50.30","SWIFT CURRENT A","4028040","1999-10-01 06:00","1999","10","01","06:00","","-3.9","","-8.5","","70","","14","","6","","15.0","","92.72","","","","-7","","NA"
"-107.68","50.30","SWIFT CURRENT A","4028040","1999-10-01 07:00","1999","10","01","07:00","","-3.9","","-8.5","","70","","9","","4","","15.0","","92.79","","","","-6","","NA"
"-107.68","50.30","SWIFT CURRENT A","4028040","1999-10-01 08:00","1999","10","01","08:00","","-3.5","","-8.5","","68","","10","","6","","15.0","","92.82","","","","-6","","NA"
"-107.68","50.30","SWIFT CURRENT A","4028040","1999-10-01 09:00","1999","10","01","09:00","","-3.2","","-6.5","","78","","","","0","","8.0","","92.82","","","","","","Snow"
