"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-01 00:00","1993","07","01","00:00","","9.8","","7.7","","87","","23","","17","","24.1","","91.55","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-01 01:00","1993","07","01","01:00","","9.5","","7.6","","88","","25","","19","","24.1","","91.52","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-01 02:00","1993","07","01","02:00","","8.5","","7.7","","95","","25","","19","","24.1","","91.52","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-01 03:00","1993","07","01","03:00","","8.7","","7.5","","92","","22","","15","","24.1","","91.52","","","","","","Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-01 04:00","1993","07","01","04:00","","8.6","","7.9","","95","","23","","17","","24.1","","91.52","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-01 05:00","1993","07","01","05:00","","8.2","","7.6","","96","","23","","15","","24.1","","91.52","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-01 06:00","1993","07","01","06:00","","8.3","","7.5","","95","","24","","19","","24.1","","91.52","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-01 07:00","1993","07","01","07:00","","10.0","","8.1","","88","","23","","11","","24.1","","91.52","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-01 08:00","1993","07","01","08:00","","12.8","","9.3","","79","","22","","20","","24.1","","91.52","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-01 09:00","1993","07","01","09:00","","14.7","","9.9","","73","","23","","11","","24.1","","91.55","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-01 10:00","1993","07","01","10:00","","15.5","","8.7","","64","","24","","15","","24.1","","91.58","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-01 11:00","1993","07","01","11:00","","17.3","","8.2","","55","","24","","13","","24.1","","91.55","","","","","","Mostly Cloudy"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-01 12:00","1993","07","01","12:00","","18.1","","8.1","","52","","27","","20","","24.1","","91.52","","","","","","Mostly Cloudy"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-01 13:00","1993","07","01","13:00","","19.5","","8.4","","49","","28","","26","","24.1","","91.49","","","","","","Mostly Cloudy"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-01 14:00","1993","07","01","14:00","","19.8","","8.1","","47","","30","","26","","24.1","","91.45","","","","","","Mostly Cloudy"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-01 15:00","1993","07","01","15:00","","19.9","","7.1","","44","","30","","26","","24.1","","91.42","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-01 16:00","1993","07","01","16:00","","19.3","","7.8","","47","","28","","22","","24.1","","91.45","","","","","","Mostly Cloudy"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-01 17:00","1993","07","01","17:00","","16.4","","7.9","","57","","27","","28","","24.1","","91.52","","","","","","Thunderstorms,Rain Showers"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-01 18:00","1993","07","01","18:00","","17.8","","7.6","","51","","27","","6","","24.1","","91.42","","","","","","Mostly Cloudy"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-01 19:00","1993","07","01","19:00","","16.0","","7.9","","59","","31","","26","","24.1","","91.49","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-01 20:00","1993","07","01","20:00","","16.7","","8.8","","59","","26","","7","","24.1","","91.42","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-01 21:00","1993","07","01","21:00","","13.5","","9.1","","75","","25","","9","","24.1","","91.45","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-01 22:00","1993","07","01","22:00","","13.0","","8.4","","74","","26","","13","","24.1","","91.45","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-01 23:00","1993","07","01","23:00","","11.9","","7.7","","76","","22","","7","","24.1","","91.42","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-02 00:00","1993","07","02","00:00","","11.3","","7.3","","76","","23","","11","","24.1","","91.42","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-02 01:00","1993","07","02","01:00","","10.4","","7.5","","82","","25","","9","","24.1","","91.49","","","","","","Mostly Cloudy"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-02 02:00","1993","07","02","02:00","","11.0","","7.4","","78","","23","","11","","24.1","","91.36","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-02 03:00","1993","07","02","03:00","","9.6","","7.7","","88","","23","","13","","24.1","","91.36","","","","","","Mostly Cloudy"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-02 04:00","1993","07","02","04:00","","10.1","","8.1","","87","","24","","13","","24.1","","91.36","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-02 05:00","1993","07","02","05:00","","9.0","","7.4","","90","","21","","11","","24.1","","91.33","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-02 06:00","1993","07","02","06:00","","9.5","","7.8","","89","","21","","13","","24.1","","91.33","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-02 07:00","1993","07","02","07:00","","11.5","","8.9","","84","","24","","11","","24.1","","91.33","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-02 08:00","1993","07","02","08:00","","13.0","","9.3","","78","","28","","15","","24.1","","91.33","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-02 09:00","1993","07","02","09:00","","14.7","","9.8","","72","","31","","11","","24.1","","91.39","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-02 10:00","1993","07","02","10:00","","16.0","","10.7","","71","","34","","9","","24.1","","91.36","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-02 11:00","1993","07","02","11:00","","16.9","","10.0","","64","","32","","11","","24.1","","91.36","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-02 12:00","1993","07","02","12:00","","18.2","","9.3","","56","","35","","9","","24.1","","91.33","","","","","","Mainly Clear"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-02 13:00","1993","07","02","13:00","","20.7","","11.0","","54","","","","0","","24.1","","91.33","","","","","","Mostly Cloudy"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-02 14:00","1993","07","02","14:00","","19.2","","9.2","","52","","","","0","","24.1","","91.33","","","","","","Mostly Cloudy"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-02 15:00","1993","07","02","15:00","","20.2","","8.9","","48","","23","","4","","24.1","","91.30","","","","","","Mostly Cloudy"
"-107.68","50.30","SWIFT CURRENT A","4028040","1993-07-02 16:00","1993","07","02","16:00","","20.7","","8.9","","47","","33","","7","","24.1","","91.27","","","","","","Mostly Cloudy"
