"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-04-01 00:00","2001","04","01","00:00","","-0.3","","-7.8","","57","","","","16","","28","","15.0","","90.99","","","","-7","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-04-01 01:00","2001","04","01","01:00","","-1.7","","-3.9","","85","","","","13","","20","","3.5","","90.91","","","","-7","","Snow"
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-04-01 02:00","2001","04","01","02:00","","-1.5","","-4.9","","78","","","","12","","24","","15.0","","90.82","","","","-8","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-04-01 03:00","2001","04","01","03:00","","-1.0","","-5.5","","71","","","","12","","17","","15.0","","90.81","","","","-6","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-04-01 04:00","2001","04","01","04:00","","-1.5","","-5.1","","76","","","","13","","22","","15.0","","90.75","","","","-7","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-04-01 05:00","2001","04","01","05:00","","-1.9","","-5.4","","77","","","","13","","20","","15.0","","90.73","","","","-8","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-04-01 06:00","2001","04","01","06:00","","-2.1","","-5.5","","77","","","","14","","22","","15.0","","90.75","","","","-8","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-04-01 07:00","2001","04","01","07:00","","-2.1","","-4.6","","83","","","","13","","15","","15.0","","90.77","","","","-7","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-04-01 08:00","2001","04","01","08:00","","-1.0","","-3.8","","81","","","","14","","20","","15.0","","90.81","","","","-7","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-04-01 09:00","2001","04","01","09:00","","0.2","","-3.4","","77","","","","15","","15","","15.0","","90.85","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-04-01 10:00","2001","04","01","10:00","","2.4","","-4.5","","60","","","","14","","22","","15.0","","90.87","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-04-01 11:00","2001","04","01","11:00","","3.7","","-5.0","","53","","","","15","","20","","15.0","","90.90","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-04-01 12:00","2001","04","01","12:00","","5.1","","-4.3","","51","","","","14","","19","","15.0","","90.95","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-04-01 13:00","2001","04","01","13:00","","6.4","","-3.3","","50","","","","16","","22","","15.0","","90.98","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-04-01 14:00","2001","04","01","14:00","","6.1","","-3.6","","50","","","","13","","11","","15.0","","90.99","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-04-01 15:00","2001","04","01","15:00","","6.3","","-3.2","","51","","","","13","","15","","15.0","","90.99","","","","","",""
