"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-01 00:00","2001","05","01","00:00","","7.9","","-1.9","","50","","","","22","","15","","15.0","","90.45","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-01 01:00","2001","05","01","01:00","","7.9","","-0.4","","56","","","","23","","11","","15.0","","90.41","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-01 02:00","2001","05","01","02:00","","9.1","","0.3","","54","","","","28","","19","","15.0","","90.42","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-01 03:00","2001","05","01","03:00","","7.7","","-0.1","","58","","","","27","","35","","15.0","","90.39","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-01 04:00","2001","05","01","04:00","","5.9","","-0.6","","63","","","","27","","24","","15.0","","90.40","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-01 05:00","2001","05","01","05:00","","4.1","","-1.6","","66","","","","25","","22","","15.0","","90.40","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-01 06:00","2001","05","01","06:00","","3.2","","-1.5","","71","","","","27","","15","","15.0","","90.40","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-01 07:00","2001","05","01","07:00","","5.3","","-2.2","","58","","","","27","","39","","15.0","","90.40","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-01 08:00","2001","05","01","08:00","","6.6","","-3.4","","49","","","","28","","37","","15.0","","90.43","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-01 09:00","2001","05","01","09:00","","8.2","","-4.3","","41","","","","28","","39","","15.0","","90.45","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-01 10:00","2001","05","01","10:00","","10.9","","-4.8","","33","","","","28","","33","","15.0","","90.45","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-01 11:00","2001","05","01","11:00","","12.3","","-6.2","","27","","","","29","","33","","15.0","","90.47","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-01 12:00","2001","05","01","12:00","","14.3","","-6.6","","23","","","","31","","30","","15.0","","90.51","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-01 13:00","2001","05","01","13:00","","15.9","","-6.6","","21","","","","34","","33","","15.0","","90.56","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-01 14:00","2001","05","01","14:00","","15.4","","-8.3","","19","","","","34","","28","","15.0","","90.60","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-01 15:00","2001","05","01","15:00","","10.5","","-1.1","","44","","","","31","","50","","15.0","","90.83","","","","","","Snow"
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-01 16:00","2001","05","01","16:00","","10.1","","-2.1","","42","","","","35","","13","","15.0","","90.93","","","","","","Rain"
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-01 17:00","2001","05","01","17:00","","9.7","","0.3","","52","","","","26","","26","","15.0","","91.04","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-01 18:00","2001","05","01","18:00","","10.2","","-0.2","","48","","","","31","","43","","15.0","","91.09","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-01 19:00","2001","05","01","19:00","","9.6","","-0.7","","49","","","","31","","30","","15.0","","91.15","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-01 20:00","2001","05","01","20:00","","8.7","","-1.5","","49","","","","30","","28","","15.0","","91.22","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-01 21:00","2001","05","01","21:00","","7.9","","-1.9","","50","","","","29","","26","","15.0","","91.30","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-01 22:00","2001","05","01","22:00","","7.1","","-1.3","","55","","","","28","","20","","15.0","","91.39","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-01 23:00","2001","05","01","23:00","","7.6","","-1.9","","51","","","","30","","26","","15.0","","91.43","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-02 00:00","2001","05","02","00:00","","7.9","","-1.4","","52","","","","30","","32","","15.0","","91.50","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-02 01:00","2001","05","02","01:00","","7.3","","-0.5","","58","","","","33","","28","","15.0","","91.61","","","","","","Rain"
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-02 02:00","2001","05","02","02:00","","5.7","","1.7","","75","","","","29","","33","","15.0","","91.66","","","","","","Rain"
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-02 03:00","2001","05","02","03:00","","6.2","","-0.1","","64","","","","28","","9","","15.0","","91.67","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-02 04:00","2001","05","02","04:00","","4.1","","-0.4","","72","","","","25","","13","","15.0","","91.71","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-02 05:00","2001","05","02","05:00","","3.0","","-1.6","","72","","","","26","","19","","15.0","","91.80","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-02 06:00","2001","05","02","06:00","","1.4","","-4.4","","65","","","","26","","15","","15.0","","91.90","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-02 07:00","2001","05","02","07:00","","1.1","","-5.3","","62","","","","27","","17","","15.0","","92.00","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-02 08:00","2001","05","02","08:00","","3.3","","-5.7","","52","","","","30","","20","","15.0","","92.08","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-02 09:00","2001","05","02","09:00","","6.0","","-4.6","","46","","","","30","","26","","15.0","","92.15","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-02 10:00","2001","05","02","10:00","","9.3","","-4.5","","37","","","","32","","30","","15.0","","92.23","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-02 11:00","2001","05","02","11:00","","10.6","","-6.3","","30","","","","33","","39","","15.0","","92.29","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-02 12:00","2001","05","02","12:00","","12.8","","-6.7","","25","","","","31","","35","","15.0","","92.30","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-02 13:00","2001","05","02","13:00","","11.1","","-7.1","","27","","","","32","","33","","15.0","","92.31","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-02 14:00","2001","05","02","14:00","","11.4","","-6.4","","28","","","","33","","35","","15.0","","92.32","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-02 15:00","2001","05","02","15:00","","12.4","","-7.2","","25","","","","33","","30","","15.0","","92.35","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-02 16:00","2001","05","02","16:00","","11.6","","-7.1","","26","","","","31","","30","","15.0","","92.37","","","","","","Rain"
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-02 17:00","2001","05","02","17:00","","10.9","","-6.7","","28","","","","32","","28","","15.0","","92.43","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","2001-05-02 18:00","2001","05","02","18:00","","10.7","","-5.4","","32","","","","28","","24","","15.0","","92.47","","","","","",""
