"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-107.68","50.30","SWIFT CURRENT A","4028040","1996-01-01 00:00","1996","01","01","00:00","","-8.8","","-9.4","","95","","31","","13","","5.6","","92.10","","","","-15","","Snow"
"-107.68","50.30","SWIFT CURRENT A","4028040","1996-01-01 01:00","1996","01","01","01:00","","-8.7","","-9.3","","95","","32","","11","","3.4","","92.13","","","","-14","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1996-01-01 02:00","1996","01","01","02:00","","-8.8","","-9.4","","95","","31","","13","","2.3","","92.10","","","","-15","","Snow"
"-107.68","50.30","SWIFT CURRENT A","4028040","1996-01-01 03:00","1996","01","01","03:00","","-8.6","","-9.3","","95","","33","","17","","2.1","","92.16","","","","-15","","Snow"
"-107.68","50.30","SWIFT CURRENT A","4028040","1996-01-01 04:00","1996","01","01","04:00","","-9.9","","-10.5","","95","","36","","11","","2.1","","92.22","","","","-15","","Snow"
"-107.68","50.30","SWIFT CURRENT A","4028040","1996-01-01 05:00","1996","01","01","05:00","","-11.1","","-11.7","","95","","36","","13","","6.4","","92.28","","","","-18","","Snow"
"-107.68","50.30","SWIFT CURRENT A","4028040","1996-01-01 06:00","1996","01","01","06:00","","-12.6","","-13.5","","93","","1","","11","","6.4","","92.38","","","","-19","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1996-01-01 07:00","1996","01","01","07:00","","-12.6","","-13.5","","93","","36","","17","","3.7","","92.50","","","","-20","","Snow"
"-107.68","50.30","SWIFT CURRENT A","4028040","1996-01-01 08:00","1996","01","01","08:00","","-12.7","","-13.6","","93","","35","","17","","4.5","","92.63","","","","-21","","Snow"
"-107.68","50.30","SWIFT CURRENT A","4028040","1996-01-01 09:00","1996","01","01","09:00","","-12.8","","-13.8","","92","","36","","17","","3.1","","92.72","","","","-21","","Snow"
