"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-01 00:00","1998","10","01","00:00","","4.0","","-5.9","","48","","14","","22","","15.0","","92.63","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-01 01:00","1998","10","01","01:00","","4.1","","-5.9","","48","","14","","22","","15.0","","92.54","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-01 02:00","1998","10","01","02:00","","3.4","","-4.9","","54","","14","","19","","15.0","","92.57","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-01 03:00","1998","10","01","03:00","","3.5","","-5.5","","52","","16","","20","","15.0","","92.54","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-01 04:00","1998","10","01","04:00","","3.5","","-5.8","","51","","15","","19","","15.0","","92.54","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-01 05:00","1998","10","01","05:00","","4.0","","-6.0","","48","","15","","20","","15.0","","92.50","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-01 06:00","1998","10","01","06:00","","5.6","","-6.7","","41","","16","","32","","15.0","","92.44","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-01 07:00","1998","10","01","07:00","","3.4","","-6.4","","49","","14","","17","","15.0","","92.41","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-01 08:00","1998","10","01","08:00","","4.4","","-5.9","","47","","14","","17","","15.0","","92.38","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-01 09:00","1998","10","01","09:00","","8.1","","-5.9","","36","","15","","26","","15.0","","92.32","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-01 10:00","1998","10","01","10:00","","10.2","","-5.7","","32","","15","","41","","15.0","","92.28","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-01 11:00","1998","10","01","11:00","","12.5","","-4.8","","30","","15","","33","","15.0","","92.28","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-01 12:00","1998","10","01","12:00","","14.3","","-4.4","","27","","14","","41","","15.0","","92.19","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-01 13:00","1998","10","01","13:00","","15.6","","-3.7","","26","","14","","39","","15.0","","92.13","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-01 14:00","1998","10","01","14:00","","15.7","","-3.6","","26","","14","","39","","15.0","","92.03","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-01 15:00","1998","10","01","15:00","","15.7","","-3.6","","26","","14","","43","","15.0","","92.00","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-01 16:00","1998","10","01","16:00","","15.3","","-4.0","","26","","13","","39","","15.0","","91.94","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-01 17:00","1998","10","01","17:00","","15.4","","-3.9","","26","","12","","43","","15.0","","91.91","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-01 18:00","1998","10","01","18:00","","14.0","","-4.0","","28","","12","","39","","15.0","","91.85","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-01 19:00","1998","10","01","19:00","","11.8","","-4.0","","33","","12","","32","","15.0","","91.85","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-01 20:00","1998","10","01","20:00","","11.1","","-3.7","","35","","13","","37","","15.0","","91.85","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-01 21:00","1998","10","01","21:00","","10.1","","-4.2","","36","","13","","33","","15.0","","91.85","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-01 22:00","1998","10","01","22:00","","9.1","","-4.2","","39","","13","","33","","15.0","","91.82","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-01 23:00","1998","10","01","23:00","","7.5","","-4.3","","43","","13","","30","","15.0","","91.78","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-02 00:00","1998","10","02","00:00","","6.7","","-4.2","","46","","13","","26","","15.0","","91.75","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-02 01:00","1998","10","02","01:00","","6.0","","-4.2","","48","","13","","28","","15.0","","91.72","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-02 02:00","1998","10","02","02:00","","5.5","","-4.1","","50","","13","","30","","15.0","","91.66","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-02 03:00","1998","10","02","03:00","","5.7","","-3.7","","51","","13","","26","","15.0","","91.63","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-02 04:00","1998","10","02","04:00","","5.4","","-3.8","","51","","13","","32","","15.0","","91.60","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-02 05:00","1998","10","02","05:00","","5.2","","-3.7","","53","","13","","28","","15.0","","91.60","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-02 06:00","1998","10","02","06:00","","4.4","","-3.5","","56","","13","","32","","15.0","","91.53","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-02 07:00","1998","10","02","07:00","","4.9","","-3.1","","56","","13","","30","","15.0","","91.50","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-02 08:00","1998","10","02","08:00","","6.8","","-2.5","","51","","14","","32","","15.0","","91.44","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-02 09:00","1998","10","02","09:00","","9.3","","-2.0","","45","","14","","41","","15.0","","91.44","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-02 10:00","1998","10","02","10:00","","9.9","","-2.1","","43","","14","","52","","15.0","","91.38","","","","","","Snow"
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-02 11:00","1998","10","02","11:00","","12.1","","-1.2","","40","","15","","50","","15.0","","91.35","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-02 12:00","1998","10","02","12:00","","13.5","","0.3","","40","","15","","56","","15.0","","91.28","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-02 13:00","1998","10","02","13:00","","12.2","","2.3","","51","","15","","65","","15.0","","91.22","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-02 14:00","1998","10","02","14:00","","12.5","","2.9","","52","","15","","56","","15.0","","91.28","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-02 15:00","1998","10","02","15:00","","10.5","","2.3","","57","","16","","56","","15.0","","91.28","","","","","",""
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-02 16:00","1998","10","02","16:00","","10.3","","3.5","","63","","14","","48","","15.0","","91.25","","","","","","Drizzle"
"-107.68","50.30","SWIFT CURRENT A","4028040","1998-10-02 17:00","1998","10","02","17:00","","9.5","","4.6","","71","","15","","54","","15.0","","91.28","","","","","","Rain"
