available_capacity_MW,probability
131.4628,2.469302221032035e-07
131.4803,3.0069268593310993e-09
131.7904,1.2485119268926765e-07
132.0,1.9015044664847338e-10
132.2882,1.1423142909124573e-07
132.342,1.2054378119477854e-09
132.3945,1.746620043631513e-09
132.6332,2.2082089551077953e-07
132.842,1.0413953647180176e-07
132.8748,2.653660182833593e-09
133.2882,1.084334213648461e-09
133.4519,9.562528370771123e-08
133.8595,1.9295511890633907e-07
134.0132,1.5214789262324402e-09
134.1179,8.802155238403906e-08
134.2903,9.758152438252787e-10
134.3254,2.2641760859138536e-09
134.8398,7.99354948196861e-08
135.0,1.2572236781951154e-06
135.1419,1.6965853502281322e-07
135.142,1.5058683887792328e-07
135.3486,8.719038839510291e-10
135.3596,1.4898105679371918e-07
135.6179,7.278534428736583e-08
135.6332,1.4578861345617434e-07
135.6879,1.3348468280309548e-09
135.8319,1.9885321510241313e-09
135.9629,1.4115438592990389e-07
136.3486,1.3547586687188643e-07
136.4519,6.62190623621854e-08
136.4628,7.64863251521878e-10
136.4803,1.4884520805283092e-07
136.7904,1.2297525598693142e-07
137.0,9.459504542865976e-09
137.2882,1.1251505838002701e-07
137.342,5.996748710952367e-08
137.3945,1.7203764125190799e-09
137.6332,6.839899413922592e-10
137.842,1.0257480028928128e-07
137.8748,1.3135823400215496e-07
138.2882,5.3942888911299705e-08
138.4519,9.418847741443798e-08
138.8595,5.976760494825572e-10
139.0132,1.4986181261225515e-09
139.1179,8.669899504872557e-08
139.2903,4.8544344200398954e-08
139.3254,1.1207846959438888e-07
139.8398,7.873443357772532e-08
140.0,6.223419869713846e-05
140.1419,5.255151744518025e-10
140.142,7.4542433573608e-06
140.3486,4.3375016449078976e-08
140.3596,7.374755066592899e-06
140.6179,7.16917167792917e-08
140.6332,7.2167249909238284e-06
140.6879,1.3147902462493727e-09
140.8319,9.84338813631046e-08
140.9629,6.987324732497496e-06
141.3486,6.706230692119981e-06
141.4519,6.522409573989063e-08
141.4628,3.805001529035605e-08
141.4803,4.61046156420485e-10
141.7904,6.087434279721228e-06
142.0,9.317371885775194e-09
142.2882,5.569640964522155e-06
142.342,5.9066452785441475e-08
142.3945,8.515996465160076e-08
142.6332,3.4026772336938143e-08
142.842,5.07758532808329e-06
142.8748,4.068804746430287e-10
143.2882,5.3132376468774585e-08
143.4519,4.662451495350659e-06
143.8595,2.973287417880398e-08
144.0132,7.418275774891167e-08
144.1179,4.291712428174002e-06
144.2903,4.781494694743864e-08
144.3254,3.471616473245301e-10
144.8398,3.897456330616733e-06
145.0,3.220720430904636e-07
145.1419,2.6143052870455828e-08
145.142,3.857691491268609e-08
145.3486,4.272329031360042e-08
145.3596,3.8165550152709454e-08
145.6179,3.548832737056502e-06
145.6332,3.7347718953690285e-08
145.6879,6.508313534182696e-08
145.8319,3.048977072066799e-10
145.9629,3.616053551655146e-08
146.3486,3.4705828397632574e-08
146.4519,3.2286771276412203e-06
146.4628,3.747829932457202e-08
146.4803,2.2935882023948367e-08
146.7904,3.150345688854976e-08
147.0,4.612171235692493e-07
147.2882,2.8823792742212508e-08
147.342,2.923865834488221e-06
147.3945,2.6378191745070526e-10
147.6332,3.3515507128220696e-08
147.842,2.6277325245888333e-08
147.8748,2.024127613754461e-08
148.2882,2.630121379161381e-06
148.4519,2.4128940523931255e-08
148.8595,2.9286126424645296e-08
149.0132,2.2978015738785614e-10
149.1179,2.2210305893474794e-08
149.2903,2.3669017380359992e-06
149.3254,1.7270415283568792e-08
149.8398,2.0169966827504282e-08
150.0,1.6022270830510437e-05
150.1419,2.5750243548138317e-08
150.142,1.919104100454333e-06
